Collectivite;Budget;Exercice;I_F;D_R;Nature;SousFonction;Exécuté;Libellé nature;Libellé fonction
VILLE;01;2006;F;D;60611;823;8599,45; EAU ET ASSAINISSSEMENT;ESPACES VERTS URBAINS
VILLE;01;2008;F;D;6156;64;68538,37; MAINTENANCE;CRECHES ET GARDERIES
VILLE;01;2011;F;D;64111;821;1058933,73; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;EQUIPEMENTS DE VOIRIE
VILLE;01;2011;F;R;70328;311;31868,12; AUTRES DROITS DE STATIONNEMENT ET DE LOCATION;EXPRESSION MUSICALE, LYRIQUE ET CHOREGRAPHIQUE
VILLE;01;2005;F;D;6064;91;2142,64; FOURNITURES ADMINISTRATIVES;FOIRES ET MARCHES
VILLE;01;2005;I;D;2312;212;75856,31; IMMOBILISATIONS EN COURS TERRAINS;ECOLES PRIMAIRES
VILLE;01;2009;F;D;60612;821;138378,68; ENERGIE ET ELECTRICITE;EQUIPEMENTS DE VOIRIE
VILLE;01;2010;F;R;757;90;157112,94; REDEVANCES VERSEES PAR LES FERMIERS ET CONCESSIONNAIRES;INTERVENTIONS ECONOMIQUES
VILLE;01;2005;F;D;6615;;208997,09; INTERETS DES COMPTES COURANTS ET DE DEPOTS CREDITEURS;
VILLE;01;2010;I;D;2031;213;17629,04; FRAIS D'ETUDES;CLASSES REGROUPEES
VILLE;01;2012;F;R;7788;824;33027,43; PRODUITS EXCEPTIONNELS DIVERS;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;01;2008;I;R;1321;91;19753,35; SUBVENTIONS D' EQUIP NON TRANSFERABLES  ETAT & ETABLISSEMENT NATIONAUX;FOIRES ET MARCHES
VILLE;01;2005;I;D;2161;322;21598,00; OEUVRES ET OBJETS D'ART;MUSEES
VILLE;01;2005;F;D;6042;024;299980,60; ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER;FETES ET CEREMONIES
VILLE;01;2007;I;D;1641;;1400303,15; REAMENAGEMENT DETTE;
VILLE;01;2010;I;D;2313;414;40965,05; IMMOBILISATIONS EN COURS CONSTRUCTION;AUTRES EQUIPEMENTS SPORTIFS OU DE LOISIR
VILLE;01;2010;F;R;7718;412;36,16; AUTRES PRODUITS EXCEPTIONNELS SUR OPERATIONS DE GESTION;STADES
VILLE;01;2007;I;D;2188;814;557767,35; AUTRES IMMOBILISATIONS CORPORELLES AUTRES;ECLAIRAGE PUBLIC
VILLE;01;2008;F;R;7475;;793230,74; SUBVENTIONS ET PARTICIPATIONS GROUPEMENTS DE COLLECTIVITES;
VILLE;01;2005;F;R;70323;821;627535,42; REDEVANCE D'OCCUPATION DU DOMAINE PUBLIC COMMUNAL;EQUIPEMENTS DE VOIRIE
VILLE;01;2005;F;D;6261;823;606,18; FRAIS D'AFFRANCHISSEMENT;ESPACES VERTS URBAINS
VILLE;01;2005;F;D;60628;824;370,96; AUTRES FOURNITURES NON STOCKEES;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;01;2011;I;D;192;;493918,35; REALISATIONS POSTERIEURES AU 01/01/1997;
VILLE;01;2007;F;R;7478;;9858490,16; SUBVENTIONS ET PARTICIPATIONS AUTRES ORGANISMES;
VILLE;01;2008;F;D;61523;026;466060,23; ENTRETIEN ET REPARATIONS VOIES ET RESEAUX;CIMETIERES ET POMPES FUNEBRES
VILLE;01;2008;F;D;611;520;5980,00; CONTRATS DE PRESTATIONS DE SERVICES AVEC DES ENTREPRISES;SERVICES COMMUNS
VILLE;01;2009;I;R;2313;822;69456,90; IMMOBILISATIONS EN COURS CONSTRUCTION;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2012;F;D;64111;020;11083667,65; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2012;I;D;16441;;8000000,00; EMPRUNT ASSORTI TIRAGE SUR LIGNE DE TRESORERIE;
VILLE;01;2005;F;D;6488;112;142253,10; AUTRES CHARGES;POLICE MUNICIPALE
VILLE;01;2010;F;D;6064;421;860,24; FOURNITURES ADMINISTRATIVES;CENTRES DE LOISIRS
VILLE;01;2008;F;D;60636;026;9054,21; VETEMENTS DE TRAVAIL;CIMETIERES ET POMPES FUNEBRES
VILLE;01;2006;F;D;6064;024;5802,67; FOURNITURES ADMINISTRATIVES;FETES ET CEREMONIES
VILLE;01;2006;I;R;274;823;600000,00; AUTRES IMMOBILISATIONS FINANCIERES PRETS;ESPACES VERTS URBAINS
VILLE;01;2010;F;D;6244;024;836,00; TRANSPORTS ADMINISTRATIFS;FETES ET CEREMONIES
VILLE;01;2011;F;D;6488;211;44527,00; AUTRES CHARGES;ECOLES MATERNELLES
VILLE;01;2012;I;D;2031;821;383,68; FRAIS D'ETUDES;EQUIPEMENTS DE VOIRIE
VILLE;01;2005;F;D;64111;021;311915,86; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;ASSEMBLEE LOCALE
VILLE;01;2008;F;R;757;91;166358,54; REDEVANCES VERSEES PAR LES FERMIERS ET CONCESSIONNAIRES;FOIRES ET MARCHES
VILLE;01;2009;F;R;7718;40;1461,00; AUTRES PRODUITS EXCEPTIONNELS SUR OPERATIONS DE GESTION;SERVICES COMMUNS
VILLE;01;2011;F;D;6236;823;9131,23; CATALOGUES ET IMPRIMES;ESPACES VERTS URBAINS
VILLE;01;2011;I;D;20418;824;1635800,00; SBVENTIONE EQUIPEMENT AUTRES ORGANISMES PUBLICS;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;01;2009;F;D;6574;520;832594,00; SUBVENTIONS DE FONCTIONNEMENT AUX ASSOCIATIONS ET AUTRES ORGANISMES;SERVICES COMMUNS
VILLE;01;2005;F;D;64111;251;1175827,90; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2007;F;D;678;821;7000,00; AUTRES CHARGES EXCEPTIONNELLES;EQUIPEMENTS DE VOIRIE
VILLE;01;2012;F;D;6226;520;44771,14; HONORAIRES;SERVICES COMMUNS
VILLE;01;2006;F;D;673;;372974,94; TITRES ANNULES SUR EXERCICES ANTERIEURS;
VILLE;01;2007;F;D;65735;323;63179,46; SUBVENTIONS DE FONCTIONNEMENT AUX GROUPEMENTS DE COLLECTIVITES;ARCHIVES
VILLE;01;2011;F;D;64131;312;52427,12; REMUNERATION;ARTS PLASTIQUES ET AUTRES ACTIVITES ARTISTIQUES
VILLE;01;2012;F;D;64112;814;9119,91; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;ECLAIRAGE PUBLIC
VILLE;01;2011;F;D;6331;91;11012,04; VERSEMENT DE TRANSPORT;FOIRES ET MARCHES
VILLE;01;2012;F;D;64111;212;14360414,66; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;ECOLES PRIMAIRES
VILLE;01;2012;F;D;60622;40;308,57; CARBURANTS;SERVICES COMMUNS
VILLE;01;2006;F;D;61522;814;114,82; ENTRETIEN ET REPARATIONS BATIMENTS;ECLAIRAGE PUBLIC
VILLE;01;2009;I;D;2312;026;47116,92; IMMOBILISATIONS EN COURS TERRAINS;CIMETIERES ET POMPES FUNEBRES
VILLE;01;2008;I;D;2315;814;1416582,74; IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE;ECLAIRAGE PUBLIC
VILLE;01;2009;F;D;6182;212;253,00; DOCUMENTATION GENERALE ET TECHNIQUE;ECOLES PRIMAIRES
VILLE;01;2011;I;R;2802;;23228,39; AMT FRAIS ETUDES ELAB DOC URB;
VILLE;01;2012;I;D;2135;816;211604,95; INSTALLATIONS GENERALES, AGENCEMENTS, AMENAGTS DES CONSTRUCTIONS;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;01;2005;I;D;2313;422;1065795,83; IMMOBILISATIONS EN COURS CONSTRUCTION;AUTRES ACTIVITES POUR LES JEUNES
VILLE;01;2005;F;D;64831;251;5602,04; INDEMNITES AUX AGENTS;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2008;F;D;6262;64;16791,36; FRAIS DE TELECOMMUNICATIONS;CRECHES ET GARDERIES
VILLE;01;2009;F;D;6064;823;4537,20; FOURNITURES ADMINISTRATIVES;ESPACES VERTS URBAINS
VILLE;01;2010;F;D;6064;810;324,43; FOURNITURES ADMINISTRATIVES;SERVICES COMMUNS
VILLE;01;2006;F;D;64112;30;2066,08; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;SERVICES COMMUNS
VILLE;01;2012;F;D;6156;12;11750,95; MAINTENANCE;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;01;2012;F;R;74835;;5220330,00; ATTRIBUTION ETAT COMPENSATION AU TITRE DES EXONERATIONS DE TAXE D'HABITATION;
VILLE;01;2005;I;D;2313;322;254160,85; IMMOBILISATIONS EN COURS CONSTRUCTION;MUSEES
VILLE;01;2006;I;D;2184;024;2325,02; AUTRES IMMOBILISATIONS CORPORELLES MOBILIER;FETES ET CEREMONIES
VILLE;01;2006;F;D;676;;55246,01; DIFFERENCES SUR REALISATIONS (POSITIVES) TRANSFEREES EN INVESTISSEMENT;
VILLE;01;2006;F;D;6453;814;118690,47; COTISATIONS AUX CAISSES DE RETRAITES;ECLAIRAGE PUBLIC
VILLE;01;2007;F;D;6182;112;947,40; DOCUMENTATION GENERALE ET TECHNIQUE;POLICE MUNICIPALE
VILLE;01;2009;F;D;64131;421;111195,44; REMUNERATION;CENTRES DE LOISIRS
VILLE;01;2009;I;D;2315;814;1083754,90; IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE;ECLAIRAGE PUBLIC
VILLE;01;2012;I;D;2188;048;3698,63; AUTRES IMMOBILISATIONS CORPORELLES AUTRES;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;01;2009;F;R;7788;823;4,30; PRODUITS EXCEPTIONNELS DIVERS;ESPACES VERTS URBAINS
VILLE;01;2011;F;D;60628;048;219,72; AUTRES FOURNITURES NON STOCKEES;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;01;2010;I;R;1641;;37500000,00; REAMENAGEMENT DETTE;
VILLE;01;2012;F;D;60623;30;9503,82; ALIMENTATION;SERVICES COMMUNS
VILLE;01;2005;F;D;6281;020;198747,67; CONCOURS DIVERS (COTISATIONS);ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2010;I;D;2188;822;215126,34; AUTRES IMMOBILISATIONS CORPORELLES AUTRES;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2011;F;D;6156;112;73618,11; MAINTENANCE;POLICE MUNICIPALE
VILLE;01;2006;F;D;64161;112;1555,20; EMPLOIS JEUNES;POLICE MUNICIPALE
VILLE;01;2009;F;D;60624;823;14400,01; PRODUITS DE TRAITEMENT;ESPACES VERTS URBAINS
VILLE;01;2010;F;D;61558;024;10775,96; ENTRETIEN ET REPARATIONS AUTRES BIENS MOBILIERS;FETES ET CEREMONIES
VILLE;01;2011;F;D;64131;020;2197918,73; REMUNERATION;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2008;F;R;758;112;85824,89; Produits divers de gestion cou;POLICE MUNICIPALE
VILLE;01;2009;F;D;6574;213;248362,20; SUBVENTIONS DE FONCTIONNEMENT AUX ASSOCIATIONS ET AUTRES ORGANISMES;CLASSES REGROUPEES
VILLE;01;2009;F;D;64118;820;461834,37; AUTRES INDEMNITES PERSONNEL TITULAIRE;SERVICES COMMUNS
VILLE;01;2010;F;R;7788;251;1434,02; PRODUITS EXCEPTIONNELS DIVERS;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2010;I;D;21568;411;901,24; AUTRE MATERIEL ET OUTILLAGE D'INCENDIE ET DE DEFENSE CIVILE;SALLES DE SPORT, GYMNASES
VILLE;01;2007;F;D;60636;821;10230,43; VETEMENTS DE TRAVAIL;EQUIPEMENTS DE VOIRIE
VILLE;01;2006;F;D;614;12;153,50; CHARGES LOCATIVES ET DE COPROPRIETE;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;01;2006;I;R;1328;823;1655000,00; SUBV D EQUIPEMENT AUTRES;ESPACES VERTS URBAINS
VILLE;01;2007;F;R;70311;026;376234,00; CONCESSION DANS LES CIMETIERES (PRODUIT NET);CIMETIERES ET POMPES FUNEBRES
VILLE;01;2012;F;D;6227;64;982,37; FRAIS D'ACTE ET DE CONTENTIEUX;CRECHES ET GARDERIES
VILLE;01;2005;F;D;6488;411;53733,50; AUTRES CHARGES;SALLES DE SPORT, GYMNASES
VILLE;01;2011;F;D;6233;40;36153,33; FOIRES ET EXPOSITIONS;SERVICES COMMUNS
VILLE;01;2005;F;D;60632;022;1936,69; FOURNITURES DE PETIT EQUIPEMENT;ADMINISTRATION GENERALE DE L'ETAT
VILLE;01;2005;F;D;6262;816;3715,98; FRAIS DE TELECOMMUNICATIONS;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;01;2006;F;D;6042;520;6167,18; ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER;SERVICES COMMUNS
VILLE;01;2010;F;D;6236;30;34492,65; CATALOGUES ET IMPRIMES;SERVICES COMMUNS
VILLE;01;2005;F;D;6572;824;106022,51; SUBVENTIONS DE FONCTIONNEMENT AUX PERSONNES DE DROIT PRIVE;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;01;2005;I;D;2184;823;48771,47; AUTRES IMMOBILISATIONS CORPORELLES MOBILIER;ESPACES VERTS URBAINS
VILLE;01;2008;F;D;60623;91;990,01; ALIMENTATION;FOIRES ET MARCHES
VILLE;01;2011;F;D;64111;816;289312,61; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;01;2011;F;R;7718;251;,09; AUTRES PRODUITS EXCEPTIONNELS SUR OPERATIONS DE GESTION;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2007;F;D;6331;020;176376,61; VERSEMENT DE TRANSPORT;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2009;F;D;61521;412;208118,36; ENTRETIEN ET REPARATIONS SUR TERRAINS;STADES
VILLE;01;2011;F;D;60632;251;54476,95; FOURNITURES DE PETIT EQUIPEMENT;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2011;F;D;6453;412;423547,57; COTISATIONS AUX CAISSES DE RETRAITES;STADES
VILLE;01;2006;F;R;758;30;7609,40; Produits divers de gestion cou;SERVICES COMMUNS
VILLE;01;2006;F;D;6135;023;184032,08; LOCATIONS MOBILIERES;INFORMATION, COMMUNICATION, PUBLICITE
VILLE;01;2007;F;D;6227;40;2597,98; FRAIS D'ACTE ET DE CONTENTIEUX;SERVICES COMMUNS
VILLE;01;2009;F;D;6453;211;1545868,30; COTISATIONS AUX CAISSES DE RETRAITES;ECOLES MATERNELLES
VILLE;01;2011;F;R;7788;822;396478,39; PRODUITS EXCEPTIONNELS DIVERS;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2005;F;D;6451;91;104199,43; COTISATIONS A L'URSSAF;FOIRES ET MARCHES
VILLE;01;2008;I;R;261;;1072346,00; TITRES DE PARTICIPATION;
VILLE;01;2010;F;D;60633;822;38358,20; FOURNITURES DE VOIRIE;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2012;F;D;6574;020;872580,00; SUBVENTIONS DE FONCTIONNEMENT AUX ASSOCIATIONS ET AUTRES ORGANISMES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2006;F;R;7088;422;834,04; AUTRES PRODUITS D ACTIVITES ANNEXES;AUTRES ACTIVITES POUR LES JEUNES
VILLE;01;2012;F;D;6282;323;288,48; FRAIS DE GARDIENNAGE;ARCHIVES
VILLE;01;2009;F;R;70323;020;1691475,65; REDEVANCE D'OCCUPATION DU DOMAINE PUBLIC COMMUNAL;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2009;I;D;2135;048;822,25; INSTALLATIONS GENERALES, AGENCEMENTS, AMENAGTS DES CONSTRUCTIONS;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;01;2010;F;D;6226;820;30373,93; HONORAIRES;SERVICES COMMUNS
VILLE;01;2007;F;D;60623;251;1805418,31; ALIMENTATION;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2012;F;D;6262;112;89971,20; FRAIS DE TELECOMMUNICATIONS;POLICE MUNICIPALE
VILLE;01;2006;I;D;2312;91;134958,18; IMMOBILISATIONS EN COURS TERRAINS;FOIRES ET MARCHES
VILLE;01;2006;I;D;2315;251;2138,68; IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2009;F;D;6064;810;2148,73; FOURNITURES ADMINISTRATIVES;SERVICES COMMUNS
VILLE;01;2010;F;D;6451;112;647422,69; COTISATIONS A L'URSSAF;POLICE MUNICIPALE
VILLE;01;2007;F;D;64112;814;11188,81; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;ECLAIRAGE PUBLIC
VILLE;01;2010;F;D;6188;520;351087,72; AUTRES FRAIS DIVERS;SERVICES COMMUNS
VILLE;01;2010;I;D;16441;;12540000,00; EMPRUNT ASSORTI TIRAGE SUR LIGNE DE TRESORERIE;
VILLE;01;2011;F;D;64111;824;191001,52; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;01;2005;F;D;6262;824;3145,05; FRAIS DE TELECOMMUNICATIONS;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;01;2009;F;D;60611;020;769552,43; EAU ET ASSAINISSSEMENT;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2010;F;D;6488;251;7,00; AUTRES CHARGES;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2012;F;D;6188;251;382,72; AUTRES FRAIS DIVERS;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2009;F;R;758;822;216593,28; Produits divers de gestion cou;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2010;F;D;6238;020;246015,26; DIVERS;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2011;F;D;6488;816;13215,00; AUTRES CHARGES;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;01;2010;F;D;6184;822;13167,96; VERSEMENTS A DES ORGANISMES DE FORMATION;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2012;I;D;2313;64;1644686,57; IMMOBILISATIONS EN COURS CONSTRUCTION;CRECHES ET GARDERIES
VILLE;01;2011;I;D;2183;64;1276,13; AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE BUREAU ET INFORMATIQUE;CRECHES ET GARDERIES
VILLE;01;2011;F;D;6718;64;580,91; AUTRES CHARGES EXCEPT SUR OPERATIONS DE GESTION;CRECHES ET GARDERIES
VILLE;01;2007;F;D;61522;212;386401,79; ENTRETIEN ET REPARATIONS BATIMENTS;ECOLES PRIMAIRES
VILLE;01;2007;F;D;64131;810;25383,13; REMUNERATION;SERVICES COMMUNS
VILLE;01;2007;F;R;70632;823;838349,36; REDEVANCES A CARACTERE DE LOISIRS;ESPACES VERTS URBAINS
VILLE;01;2012;F;R;7788;832;87459,66; PRODUITS EXCEPTIONNELS DIVERS;ACTIONS SPECIFIQUES DE LUTTE CONTRE LA POLLUTION
VILLE;01;2005;F;D;6156;112;90280,45; MAINTENANCE;POLICE MUNICIPALE
VILLE;01;2006;F;D;6453;048;33163,75; COTISATIONS AUX CAISSES DE RETRAITES;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;01;2006;F;D;60632;251;37127,30; FOURNITURES DE PETIT EQUIPEMENT;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2006;F;D;61558;415;987,44; ENTRETIEN ET REPARATIONS AUTRES BIENS MOBILIERS;MANIFESTATIONS SPORTIVES
VILLE;01;2007;F;D;6451;821;141390,92; COTISATIONS A L'URSSAF;EQUIPEMENTS DE VOIRIE
VILLE;01;2007;F;D;6238;048;2368,48; DIVERS;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;01;2007;F;R;7711;020;18,49; DEDITS ET PENALITES PERCUS;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2010;F;D;6231;30;28826,14; ANNONCES ET INSERTIONS;SERVICES COMMUNS
VILLE;01;2006;F;D;6042;822;10615,95; ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2005;F;D;6262;211;117439,64; FRAIS DE TELECOMMUNICATIONS;ECOLES MATERNELLES
VILLE;01;2008;F;D;6247;415;19108,00; TRANSPORT COLLECTIF;MANIFESTATIONS SPORTIVES
VILLE;01;2005;F;R;7088;024;3211,33; AUTRES PRODUITS D ACTIVITES ANNEXES;FETES ET CEREMONIES
VILLE;01;2008;F;D;60632;12;2687,20; FOURNITURES DE PETIT EQUIPEMENT;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;01;2010;F;D;61523;823;176863,39; ENTRETIEN ET REPARATIONS VOIES ET RESEAUX;ESPACES VERTS URBAINS
VILLE;01;2008;F;D;6237;020;12412,09; PUBLICATIONS;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2012;I;D;2168;323;1360,00; COLLECTIONS - OEUVRES D'ART AUTRES;ARCHIVES
VILLE;01;2012;F;R;775;824;12222893,00; PRODUITS DES CESSIONS D'IMMOBILISATIONS;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;01;2005;F;D;668;;60000,00; AUTRES CHARGES FINANCIERES;
VILLE;01;2007;F;D;6226;823;11498,98; HONORAIRES;ESPACES VERTS URBAINS
VILLE;01;2010;F;D;60612;020;454653,00; ENERGIE ET ELECTRICITE;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2012;F;D;60636;64;22292,17; VETEMENTS DE TRAVAIL;CRECHES ET GARDERIES
VILLE;01;2007;F;D;6135;90;129017,36; LOCATIONS MOBILIERES;INTERVENTIONS ECONOMIQUES
VILLE;01;2011;F;D;64111;211;5631378,42; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;ECOLES MATERNELLES
VILLE;01;2006;F;D;64112;411;31837,22; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;SALLES DE SPORT, GYMNASES
VILLE;01;2006;F;D;61523;816;108341,32; ENTRETIEN ET REPARATIONS VOIES ET RESEAUX;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;01;2006;F;D;61558;91;1447,40; ENTRETIEN ET REPARATIONS AUTRES BIENS MOBILIERS;FOIRES ET MARCHES
VILLE;01;2007;I;D;2188;024;25166,49; AUTRES IMMOBILISATIONS CORPORELLES AUTRES;FETES ET CEREMONIES
VILLE;01;2009;F;D;60612;816;365,67; ENERGIE ET ELECTRICITE;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;01;2007;F;D;6451;312;35314,74; COTISATIONS A L'URSSAF;ARTS PLASTIQUES ET AUTRES ACTIVITES ARTISTIQUES
VILLE;01;2011;F;D;6574;211;694220,00; SUBVENTIONS DE FONCTIONNEMENT AUX ASSOCIATIONS ET AUTRES ORGANISMES;ECOLES MATERNELLES
VILLE;01;2011;F;D;658;422;55173,97; CHARGES DIVERSES DE LA GESTION COURANTE;AUTRES ACTIVITES POUR LES JEUNES
VILLE;01;2005;F;R;775;020;37411,17; PRODUITS DES CESSIONS D'IMMOBILISATIONS;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2006;I;D;2313;213;168297,39; IMMOBILISATIONS EN COURS CONSTRUCTION;CLASSES REGROUPEES
VILLE;01;2009;F;D;6231;30;71704,54; ANNONCES ET INSERTIONS;SERVICES COMMUNS
VILLE;01;2009;F;D;65735;30;426480,06; SUBVENTIONS DE FONCTIONNEMENT AUX GROUPEMENTS DE COLLECTIVITES;SERVICES COMMUNS
VILLE;01;2011;I;D;2113;823;106912,97; TERRAINS AMENAGES AUTRES QUE VOIRIE;ESPACES VERTS URBAINS
VILLE;01;2006;F;D;60628;212;38673,18; AUTRES FOURNITURES NON STOCKEES;ECOLES PRIMAIRES
VILLE;01;2008;I;R;1321;824;63811,68; SUBVENTIONS D' EQUIP NON TRANSFERABLES  ETAT & ETABLISSEMENT NATIONAUX;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;01;2009;F;D;64111;520;13370,44; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;SERVICES COMMUNS
VILLE;01;2010;F;D;61522;90;5167,46; ENTRETIEN ET REPARATIONS BATIMENTS;INTERVENTIONS ECONOMIQUES
VILLE;01;2011;F;R;7472;313;85000,00; SUBVENTIONS ET PARTICIPATIONS REGIONS;THEATRES
VILLE;01;2005;F;D;60632;823;153099,42; FOURNITURES DE PETIT EQUIPEMENT;ESPACES VERTS URBAINS
VILLE;01;2008;F;D;64131;020;1786772,24; REMUNERATION;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2006;F;D;60636;112;87944,04; VETEMENTS DE TRAVAIL;POLICE MUNICIPALE
VILLE;01;2007;F;D;60613;020;141574,92; CHAUFFAGE URBAIN;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2009;F;D;6237;40;153245,11; PUBLICATIONS;SERVICES COMMUNS
VILLE;01;2010;F;D;6262;821;8139,44; FRAIS DE TELECOMMUNICATIONS;EQUIPEMENTS DE VOIRIE
VILLE;01;2011;I;D;2033;414;1129,80; FRAIS D'INSERTION;AUTRES EQUIPEMENTS SPORTIFS OU DE LOISIR
VILLE;01;2005;F;D;6227;822;621,12; FRAIS D'ACTE ET DE CONTENTIEUX;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2008;I;D;2313;048;40855,58; IMMOBILISATIONS EN COURS CONSTRUCTION;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;01;2010;F;D;6331;021;13174,55; VERSEMENT DE TRANSPORT;ASSEMBLEE LOCALE
VILLE;01;2011;F;D;6226;251;9404,45; HONORAIRES;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2005;F;D;64131;91;12379,20; REMUNERATION;FOIRES ET MARCHES
VILLE;01;2011;F;R;7718;022;1187,45; AUTRES PRODUITS EXCEPTIONNELS SUR OPERATIONS DE GESTION;ADMINISTRATION GENERALE DE L'ETAT
VILLE;01;2012;F;D;6475;020;445735,00; MEDECINE DU TRAVAIL, PHARMACIE;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2012;I;D;2031;020;367461,60; FRAIS D'ETUDES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2012;F;D;6135;314;41702,06; LOCATIONS MOBILIERES;CINEMAS ET AUTRES SALLES DE SPECTACLES
VILLE;01;2006;I;D;2182;020;1009818,99; AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE TRANSPORT;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2008;F;R;7478;;9088953,17; SUBVENTIONS ET PARTICIPATIONS AUTRES ORGANISMES;
VILLE;01;2011;I;D;2184;421;752,13; AUTRES IMMOBILISATIONS CORPORELLES MOBILIER;CENTRES DE LOISIRS
VILLE;01;2012;F;D;6257;520;3119,56; RECEPTIONS;SERVICES COMMUNS
