Exercice;I_F;D_R;Nature;Fonction; BP ;Libellé fonction
2014;I;R;1322;322; -      ;MUSEES
2014;I;R;1322;324; -      ;ENTRETIEN DU PATRIMOINE CULTUREL
2014;I;R;1322;816; 19 174,50    ;AUTRES RESEAUX ET SERVICES DIVERS
2014;I;R;1322;832; -      ;ACTIONS SPECIFIQUES DE LUTTE CONTRE LA POLLUTION
2014;I;R;1322;20; -      ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;I;R;1322;112; -      ;POLICE MUNICIPALE
2014;I;D;4541;; 76 000,00    ;
2014;F;D;6475;20; 407 500,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;I;D;2033;20; -      ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;I;D;2033;324; -      ;ENTRETIEN DU PATRIMOINE CULTUREL
2014;I;D;2033;822; 5 000,00    ;VOIRIE COMMUNALE ET ROUTES
2014;I;D;2033;824; 4 000,00    ;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2014;I;R;2033;; -      ;
2014;F;D;6453;20; 4 102 657,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;6453;21; 256 615,00    ;ASSEMBLEE LOCALE
2014;F;D;6453;22; 768 319,00    ;ADMINISTRATION GENERALE DE L'ETAT
2014;F;D;6453;23; 253 082,00    ;INFORMATION, COMMUNICATION, PUBLICITE
2014;F;D;6453;24; 159 734,00    ;FETES ET CEREMONIES
2014;F;D;6453;48; 54 897,00    ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;F;D;6453;820; 532 412,00    ;SERVICES COMMUNS
2014;F;D;6453;821; 250 291,00    ;EQUIPEMENTS DE VOIRIE
2014;F;D;6453;822; 1 365 876,00    ;VOIRIE COMMUNALE ET ROUTES
2014;F;D;6453;823; 1 660 173,00    ;ESPACES VERTS URBAINS
2014;F;D;6453;824; 46 932,00    ;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2014;F;D;6453;91; 185 484,00    ;FOIRES ET MARCHES
2014;F;D;6453;421; 41 797,00    ;CENTRES DE LOISIRS
2014;F;D;6453;422; 978 014,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;F;D;6453;64; 3 393 275,00    ;CRECHES ET GARDERIES
2014;F;D;6453;810; 58 360,00    ;SERVICES COMMUNS
2014;F;D;6453;814; 190 638,00    ;ECLAIRAGE PUBLIC
2014;F;D;6453;816; 117 910,00    ;AUTRES RESEAUX ET SERVICES DIVERS
2014;F;D;6453;312; 131 023,00    ;ARTS PLASTIQUES ET AUTRES ACTIVITES ARTISTIQUES
2014;F;D;6453;313; 29 386,00    ;THEATRES
2014;F;D;6453;323; 151 765,00    ;ARCHIVES
2014;F;D;6453;40; 40 955,00    ;SERVICES COMMUNS
2014;F;D;6453;411; 369 416,00    ;SALLES DE SPORT, GYMNASES
2014;F;D;6453;412; 480 432,00    ;STADES
2014;F;D;6453;112; 1 244 313,00    ;POLICE MUNICIPALE
2014;F;D;6453;12; 171 537,00    ;HYGIENE ET SALUBRITE PUBLIQUE
2014;F;D;6453;211; 2 007 964,00    ;ECOLES MATERNELLES
2014;F;D;6453;212; 5 162 520,00    ;ECOLES PRIMAIRES
2014;F;D;6453;251; 547 617,00    ;HEBERGEMENT ET RESTAURATION SCOLAIRE
2014;F;D;6453;30; 245 331,00    ;SERVICES COMMUNS
2014;F;D;6535;21; 40 000,00    ;ASSEMBLEE LOCALE
2014;F;D;6283;422; 12 100,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;F;D;6283;64; -      ;CRECHES ET GARDERIES
2014;F;D;6283;91; 50 000,00    ;FOIRES ET MARCHES
2014;F;D;6283;48; 2 500,00    ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;F;D;6283;211; 4 777,00    ;ECOLES MATERNELLES
2014;F;D;6283;212; 4 778,00    ;ECOLES PRIMAIRES
2014;F;D;6283;251; 6 100,00    ;HEBERGEMENT ET RESTAURATION SCOLAIRE
2014;F;D;6283;30; 17 000,00    ;SERVICES COMMUNS
2014;F;D;6283;421; 155 000,00    ;CENTRES DE LOISIRS
2014;F;D;6283;20; 228 500,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;6068;422; 6 900,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;F;R;7711;823; 3 000,00    ;ESPACES VERTS URBAINS
2014;F;D;6188;20; 594 279,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;6188;23; 233 750,00    ;INFORMATION, COMMUNICATION, PUBLICITE
2014;F;D;6188;24; 28 400,00    ;FETES ET CEREMONIES
2014;F;D;6188;25; 20 200,00    ;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS)
2014;F;D;6188;26; 1 100,00    ;CIMETIERES ET POMPES FUNEBRES
2014;F;D;6188;48; 3 500,00    ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;F;D;6188;823; 65 000,00    ;ESPACES VERTS URBAINS
2014;F;D;6188;824; 52 000,00    ;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2014;F;D;6188;90; 400 000,00    ;INTERVENTIONS ECONOMIQUES
2014;F;D;6188;91; 130 000,00    ;FOIRES ET MARCHES
2014;F;D;6188;422; 119 200,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;F;D;6188;520; 238 750,00    ;SERVICES COMMUNS
2014;F;D;6188;64; 108 000,00    ;CRECHES ET GARDERIES
2014;F;D;6188;814; 150 000,00    ;ECLAIRAGE PUBLIC
2014;F;D;6188;821; 40 000,00    ;EQUIPEMENTS DE VOIRIE
2014;F;D;6188;822; 7 500,00    ;VOIRIE COMMUNALE ET ROUTES
2014;F;D;6188;211; 80 000,00    ;ECOLES MATERNELLES
2014;F;D;6188;212; 85 000,00    ;ECOLES PRIMAIRES
2014;F;D;6188;251; -      ;HEBERGEMENT ET RESTAURATION SCOLAIRE
2014;F;D;6188;30; 210 000,00    ;SERVICES COMMUNS
2014;F;D;6188;40; 692 200,00    ;SERVICES COMMUNS
2014;F;D;6188;415; 80 000,00    ;MANIFESTATIONS SPORTIVES
2014;F;D;6227;820; 30 000,00    ;SERVICES COMMUNS
2014;F;D;6227;91; 3 000,00    ;FOIRES ET MARCHES
2014;F;D;6227;20; 317 828,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;6227;48; 200,00    ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;F;D;6227;212; 1 820,00    ;ECOLES PRIMAIRES
2014;F;D;6227;422; 1 000,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;F;D;6227;64; -      ;CRECHES ET GARDERIES
2014;F;R;7083;24; 1 600,00    ;FETES ET CEREMONIES
2014;F;D;6251;20; 25 000,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;6251;48; 12 000,00    ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;F;D;6251;91; 3 000,00    ;FOIRES ET MARCHES
2014;I;D;2113;412; -      ;STADES
2014;F;D;6232;20; 98 950,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;6232;23; 60 000,00    ;INFORMATION, COMMUNICATION, PUBLICITE
2014;F;D;6232;24; 54 340,00    ;FETES ET CEREMONIES
2014;F;D;6232;25; 5 000,00    ;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS)
2014;F;D;6232;48; 35 000,00    ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;F;D;6232;212; 900,00    ;ECOLES PRIMAIRES
2014;F;D;6232;90; 60 220,00    ;INTERVENTIONS ECONOMIQUES
2014;F;D;6232;91; 3 500,00    ;FOIRES ET MARCHES
2014;F;D;6232;251; 4 000,00    ;HEBERGEMENT ET RESTAURATION SCOLAIRE
2014;F;D;6232;30; 205 400,00    ;SERVICES COMMUNS
2014;F;D;6232;40; 37 348,00    ;SERVICES COMMUNS
2014;F;D;6232;415; 60 000,00    ;MANIFESTATIONS SPORTIVES
2014;F;D;6232;422; 18 000,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;F;D;6232;520; 300,00    ;SERVICES COMMUNS
2014;F;D;6558;212; 6 000,00    ;ECOLES PRIMAIRES
2014;F;D;6288;20; 35 000,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;6288;26; -      ;CIMETIERES ET POMPES FUNEBRES
2014;F;D;6288;415; 900,00    ;MANIFESTATIONS SPORTIVES
2014;F;D;6288;823; 5 000,00    ;ESPACES VERTS URBAINS
2014;F;R;7411;; 49 305 820,00    ;
2014;I;D;2138;816; 120 000,00    ;AUTRES RESEAUX ET SERVICES DIVERS
2014;I;D;2138;824; 6 700 000,00    ;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2014;F;D;6237;20; 22 500,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;6237;23; 279 600,00    ;INFORMATION, COMMUNICATION, PUBLICITE
2014;F;D;6237;48; -      ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;F;D;6237;30; 11 000,00    ;SERVICES COMMUNS
2014;F;D;6237;40; 203 000,00    ;SERVICES COMMUNS
2014;F;R;6459;20; 6 000,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;I;R;2808;; 2 091,00    ;
2014;I;R;2805;; 477 128,00    ;
2014;F;R;7067;251; 4 100 000,00    ;HEBERGEMENT ET RESTAURATION SCOLAIRE
2014;F;R;7067;421; 661 784,00    ;CENTRES DE LOISIRS
2014;F;D;6218;20; 41 000,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;6218;30; 50 000,00    ;SERVICES COMMUNS
2014;F;D;6218;313; 60 000,00    ;THEATRES
2014;F;D;6218;322; 25 000,00    ;MUSEES
2014;F;D;6218;422; 60 000,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;F;D;6218;823; -      ;ESPACES VERTS URBAINS
2014;F;D;6132;20; 1 693 855,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;6132;40; 50 000,00    ;SERVICES COMMUNS
2014;F;D;6132;421; 500,00    ;CENTRES DE LOISIRS
2014;F;D;6132;422; 18 000,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;F;D;6132;90; 586 000,00    ;INTERVENTIONS ECONOMIQUES
2014;F;R;7368;; 2 365 000,00    ;
2014;I;D;2183;20; 416 300,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;I;D;2183;112; 443 810,00    ;POLICE MUNICIPALE
2014;I;D;2183;211; 14 500,00    ;ECOLES MATERNELLES
2014;I;D;2183;212; 145 000,00    ;ECOLES PRIMAIRES
2014;I;D;2183;251; 25 000,00    ;HEBERGEMENT ET RESTAURATION SCOLAIRE
2014;I;D;2183;314; -      ;CINEMAS ET AUTRES SALLES DE SPECTACLES
2014;I;D;2183;814; -      ;ECLAIRAGE PUBLIC
2014;I;D;2183;822; -      ;VOIRIE COMMUNALE ET ROUTES
2014;I;D;2183;823; 3 000,00    ;ESPACES VERTS URBAINS
2014;I;D;2183;322; -      ;MUSEES
2014;I;D;2183;324; -      ;ENTRETIEN DU PATRIMOINE CULTUREL
2014;I;D;2183;421; 500,00    ;CENTRES DE LOISIRS
2014;I;D;2183;422; 51 000,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;I;D;2183;520; -      ;SERVICES COMMUNS
2014;I;D;2183;64; 1 400,00    ;CRECHES ET GARDERIES
2014;F;D;6067;211; 278 571,00    ;ECOLES MATERNELLES
2014;F;D;6067;212; 371 826,00    ;ECOLES PRIMAIRES
2014;F;D;6531;21; 1 413 955,00    ;ASSEMBLEE LOCALE
2014;I;R;1327;816; 47 936,00    ;AUTRES RESEAUX ET SERVICES DIVERS
2014;I;R;1327;822; -      ;VOIRIE COMMUNALE ET ROUTES
2014;F;D;6488;20; 1 025 280,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;6488;21; 49 879,00    ;ASSEMBLEE LOCALE
2014;F;D;6488;22; 150 251,00    ;ADMINISTRATION GENERALE DE L'ETAT
2014;F;D;6488;23; 51 347,00    ;INFORMATION, COMMUNICATION, PUBLICITE
2014;F;D;6488;24; 27 036,00    ;FETES ET CEREMONIES
2014;F;D;6488;48; 9 993,00    ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;F;D;6488;820; 87 575,00    ;SERVICES COMMUNS
2014;F;D;6488;821; 44 135,00    ;EQUIPEMENTS DE VOIRIE
2014;F;D;6488;822; 257 850,00    ;VOIRIE COMMUNALE ET ROUTES
2014;F;D;6488;823; 315 069,00    ;ESPACES VERTS URBAINS
2014;F;D;6488;824; 7 522,00    ;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2014;F;D;6488;91; 34 672,00    ;FOIRES ET MARCHES
2014;F;D;6488;421; 6 304,00    ;CENTRES DE LOISIRS
2014;F;D;6488;422; 227 946,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;F;D;6488;64; 679 446,00    ;CRECHES ET GARDERIES
2014;F;D;6488;810; 13 360,00    ;SERVICES COMMUNS
2014;F;D;6488;814; 34 637,00    ;ECLAIRAGE PUBLIC
2014;F;D;6488;816; 13 992,00    ;AUTRES RESEAUX ET SERVICES DIVERS
2014;F;D;6488;312; 30 266,00    ;ARTS PLASTIQUES ET AUTRES ACTIVITES ARTISTIQUES
2014;F;D;6488;313; 14 500,00    ;THEATRES
2014;F;D;6488;323; 29 742,00    ;ARCHIVES
2014;F;D;6488;40; 7 142,00    ;SERVICES COMMUNS
2014;F;D;6488;411; 74 730,00    ;SALLES DE SPORT, GYMNASES
2014;F;D;6488;412; 93 878,00    ;STADES
2014;F;D;6488;112; 237 519,00    ;POLICE MUNICIPALE
2014;F;D;6488;12; 27 089,00    ;HYGIENE ET SALUBRITE PUBLIQUE
2014;F;D;6488;211; 15 401,00    ;ECOLES MATERNELLES
2014;F;D;6488;212; 310 549,00    ;ECOLES PRIMAIRES
2014;F;D;6488;251; 449,00    ;HEBERGEMENT ET RESTAURATION SCOLAIRE
2014;F;D;6488;30; 40 617,00    ;SERVICES COMMUNS
2014;F;D;6811;; 15 169 701,00    ;
2014;I;D;2182;20; 400 000,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;I;D;2182;112; 34 000,00    ;POLICE MUNICIPALE
2014;I;D;2182;823; 30 000,00    ;ESPACES VERTS URBAINS
2014;I;R;2182;; -      ;
2014;F;R;7718;20; 97 600,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;R;7337;822; 4 400 000,00    ;VOIRIE COMMUNALE ET ROUTES
2014;F;D;6331;20; 265 375,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;6331;21; 15 122,00    ;ASSEMBLEE LOCALE
2014;F;D;6331;22; 51 862,00    ;ADMINISTRATION GENERALE DE L'ETAT
2014;F;D;6331;23; 26 165,00    ;INFORMATION, COMMUNICATION, PUBLICITE
2014;F;D;6331;24; 10 457,00    ;FETES ET CEREMONIES
2014;F;D;6331;48; 5 075,00    ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;F;D;6331;820; 35 798,00    ;SERVICES COMMUNS
2014;F;D;6331;821; 16 434,00    ;EQUIPEMENTS DE VOIRIE
2014;F;D;6331;822; 84 233,00    ;VOIRIE COMMUNALE ET ROUTES
2014;F;D;6331;823; 108 310,00    ;ESPACES VERTS URBAINS
2014;F;D;6331;824; 3 154,00    ;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2014;F;D;6331;91; 12 017,00    ;FOIRES ET MARCHES
2014;F;D;6331;421; 2 908,00    ;CENTRES DE LOISIRS
2014;F;D;6331;422; 94 869,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;F;D;6331;64; 250 255,00    ;CRECHES ET GARDERIES
2014;F;D;6331;810; 5 024,00    ;SERVICES COMMUNS
2014;F;D;6331;814; 11 932,00    ;ECLAIRAGE PUBLIC
2014;F;D;6331;816; 7 427,00    ;AUTRES RESEAUX ET SERVICES DIVERS
2014;F;D;6331;312; 8 351,00    ;ARTS PLASTIQUES ET AUTRES ACTIVITES ARTISTIQUES
2014;F;D;6331;313; 5 500,00    ;THEATRES
2014;F;D;6331;323; 9 439,00    ;ARCHIVES
2014;F;D;6331;40; 2 856,00    ;SERVICES COMMUNS
2014;F;D;6331;411; 21 552,00    ;SALLES DE SPORT, GYMNASES
2014;F;D;6331;412; 29 661,00    ;STADES
2014;F;D;6331;112; 76 351,00    ;POLICE MUNICIPALE
2014;F;D;6331;12; 10 956,00    ;HYGIENE ET SALUBRITE PUBLIQUE
2014;F;D;6331;211; 120 329,00    ;ECOLES MATERNELLES
2014;F;D;6331;212; 358 088,00    ;ECOLES PRIMAIRES
2014;F;D;6331;251; 38 411,00    ;HEBERGEMENT ET RESTAURATION SCOLAIRE
2014;F;D;6331;30; 20 577,00    ;SERVICES COMMUNS
2014;F;D;6615;; 200 000,00    ;
2014;I;R;1343;824; 1 074 340,00    ;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2014;I;D;2115;323; 2 550 000,00    ;ARCHIVES
2014;F;R;6419;20; 200 000,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;6182;824; 300,00    ;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2014;F;D;6182;322; 25 000,00    ;MUSEES
2014;F;D;6182;323; 600,00    ;ARCHIVES
2014;F;D;6182;422; 6 050,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;F;D;6182;520; 1 500,00    ;SERVICES COMMUNS
2014;F;D;6182;816; 1 200,00    ;AUTRES RESEAUX ET SERVICES DIVERS
2014;F;D;6182;820; 2 000,00    ;SERVICES COMMUNS
2014;F;D;6182;23; 5 300,00    ;INFORMATION, COMMUNICATION, PUBLICITE
2014;F;D;6182;48; 300,00    ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;F;D;6182;212; 1 400,00    ;ECOLES PRIMAIRES
2014;F;D;6182;251; 1 500,00    ;HEBERGEMENT ET RESTAURATION SCOLAIRE
2014;F;D;6182;30; 1 750,00    ;SERVICES COMMUNS
2014;F;D;6182;313; 2 000,00    ;THEATRES
2014;F;D;6182;20; 116 300,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;6135;20; 25 910,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;6135;23; 20 000,00    ;INFORMATION, COMMUNICATION, PUBLICITE
2014;F;D;6135;24; 12 420,00    ;FETES ET CEREMONIES
2014;F;D;6135;25; 39 000,00    ;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS)
2014;F;D;6135;26; 100,00    ;CIMETIERES ET POMPES FUNEBRES
2014;F;D;6135;48; 28 000,00    ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;F;D;6135;91; 325 750,00    ;FOIRES ET MARCHES
2014;F;D;6135;520; 30 000,00    ;SERVICES COMMUNS
2014;F;D;6135;64; -      ;CRECHES ET GARDERIES
2014;F;D;6135;813; 50 000,00    ;PROPRETE URBAINE
2014;F;D;6135;814; 1 500,00    ;ECLAIRAGE PUBLIC
2014;F;D;6135;823; 42 500,00    ;ESPACES VERTS URBAINS
2014;F;D;6135;90; 44 600,00    ;INTERVENTIONS ECONOMIQUES
2014;F;D;6135;314; 60 000,00    ;CINEMAS ET AUTRES SALLES DE SPECTACLES
2014;F;D;6135;322; 12 000,00    ;MUSEES
2014;F;D;6135;40; 86 720,00    ;SERVICES COMMUNS
2014;F;D;6135;415; 45 380,00    ;MANIFESTATIONS SPORTIVES
2014;F;D;6135;421; 500,00    ;CENTRES DE LOISIRS
2014;F;D;6135;422; 19 000,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;F;D;6135;112; 4 000,00    ;POLICE MUNICIPALE
2014;F;D;6135;211; 60 000,00    ;ECOLES MATERNELLES
2014;F;D;6135;212; 160 500,00    ;ECOLES PRIMAIRES
2014;F;D;6135;251; 49 000,00    ;HEBERGEMENT ET RESTAURATION SCOLAIRE
2014;F;D;6135;30; 181 200,00    ;SERVICES COMMUNS
2014;F;D;6135;313; 19 500,00    ;THEATRES
2014;F;D;6336;20; 876 186,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;6456;20; 122 388,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;R;7473;; 131 000,00    ;
2014;F;R;7473;422; 1 000,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;F;R;7473;520; 207 000,00    ;SERVICES COMMUNS
2014;F;R;7473;64; 85 000,00    ;CRECHES ET GARDERIES
2014;I;D;2168;323; 8 000,00    ;ARCHIVES
2014;I;D;2168;324; 30 000,00    ;ENTRETIEN DU PATRIMOINE CULTUREL
2014;I;R;1318;520; 37 000,00    ;SERVICES COMMUNS
2014;F;D;6233;20; 10 000,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;6233;23; 160 000,00    ;INFORMATION, COMMUNICATION, PUBLICITE
2014;F;D;6233;48; -      ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;F;D;6233;212; 26 000,00    ;ECOLES PRIMAIRES
2014;F;D;6233;30; 254 000,00    ;SERVICES COMMUNS
2014;F;D;6233;323; 24 000,00    ;ARCHIVES
2014;F;D;6233;40; 34 000,00    ;SERVICES COMMUNS
2014;F;D;6233;520; 325 900,00    ;SERVICES COMMUNS
2014;F;D;6233;823; 70 000,00    ;ESPACES VERTS URBAINS
2014;F;D;6233;824; 12 000,00    ;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2014;F;D;6233;90; 133 000,00    ;INTERVENTIONS ECONOMIQUES
2014;F;D;6233;91; 219 000,00    ;FOIRES ET MARCHES
2014;F;D;6451;20; 2 613 158,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;6451;21; 144 806,00    ;ASSEMBLEE LOCALE
2014;F;D;6451;22; 488 704,00    ;ADMINISTRATION GENERALE DE L'ETAT
2014;F;D;6451;23; 297 483,00    ;INFORMATION, COMMUNICATION, PUBLICITE
2014;F;D;6451;24; 95 009,00    ;FETES ET CEREMONIES
2014;F;D;6451;48; 60 271,00    ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;F;D;6451;820; 336 014,00    ;SERVICES COMMUNS
2014;F;D;6451;821; 154 233,00    ;EQUIPEMENTS DE VOIRIE
2014;F;D;6451;822; 757 008,00    ;VOIRIE COMMUNALE ET ROUTES
2014;F;D;6451;823; 1 067 250,00    ;ESPACES VERTS URBAINS
2014;F;D;6451;824; 25 495,00    ;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2014;F;D;6451;91; 100 442,00    ;FOIRES ET MARCHES
2014;F;D;6451;421; 26 518,00    ;CENTRES DE LOISIRS
2014;F;D;6451;422; 1 111 896,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;F;D;6451;64; 2 608 046,00    ;CRECHES ET GARDERIES
2014;F;D;6451;810; 56 436,00    ;SERVICES COMMUNS
2014;F;D;6451;814; 108 418,00    ;ECLAIRAGE PUBLIC
2014;F;D;6451;816; 64 017,00    ;AUTRES RESEAUX ET SERVICES DIVERS
2014;F;D;6451;312; 70 777,00    ;ARTS PLASTIQUES ET AUTRES ACTIVITES ARTISTIQUES
2014;F;D;6451;313; 77 346,00    ;THEATRES
2014;F;D;6451;323; 85 435,00    ;ARCHIVES
2014;F;D;6451;40; 22 419,00    ;SERVICES COMMUNS
2014;F;D;6451;411; 194 545,00    ;SALLES DE SPORT, GYMNASES
2014;F;D;6451;412; 260 544,00    ;STADES
2014;F;D;6451;112; 695 258,00    ;POLICE MUNICIPALE
2014;F;D;6451;12; 102 138,00    ;HYGIENE ET SALUBRITE PUBLIQUE
2014;F;D;6451;211; 1 080 158,00    ;ECOLES MATERNELLES
2014;F;D;6451;212; 3 635 625,00    ;ECOLES PRIMAIRES
2014;F;D;6451;251; 387 077,00    ;HEBERGEMENT ET RESTAURATION SCOLAIRE
2014;F;D;6451;30; 245 547,00    ;SERVICES COMMUNS
2014;F;D;6257;20; 10 000,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;6257;25; 4 800,00    ;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS)
2014;F;D;6257;48; 60 000,00    ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;F;D;6257;213; 300,00    ;CLASSES REGROUPEES
2014;F;D;6257;30; 100 000,00    ;SERVICES COMMUNS
2014;F;D;6257;313; 15 000,00    ;THEATRES
2014;F;D;6257;314; 5 000,00    ;CINEMAS ET AUTRES SALLES DE SPECTACLES
2014;F;D;6257;322; 100 000,00    ;MUSEES
2014;F;D;6257;422; 16 000,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;F;D;6574;20; 894 769,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;6574;25; 306 462,00    ;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS)
2014;F;D;6574;48; 261 456,00    ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;F;D;6574;211; 702 460,00    ;ECOLES MATERNELLES
2014;F;D;6574;212; 1 127 850,00    ;ECOLES PRIMAIRES
2014;F;D;6574;213; 513 562,00    ;CLASSES REGROUPEES
2014;F;D;6574;824; 99 089,00    ;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2014;F;D;6574;832; 6 000,00    ;ACTIONS SPECIFIQUES DE LUTTE CONTRE LA POLLUTION
2014;F;D;6574;833; 16 603,00    ;PRESERVATION DU MILIEU NATUREL
2014;F;D;6574;90; 75 095,00    ;INTERVENTIONS ECONOMIQUES
2014;F;D;6574;95; 2 165 000,00    ;AIDES AU TOURISME
2014;F;D;6574;30; 2 000 000,00    ;SERVICES COMMUNS
2014;F;D;6574;40; 1 842 165,00    ;SERVICES COMMUNS
2014;F;D;6574;422; 128 456,00    ;AUTRES ACTIVITES POUR LES JEUNES
2014;F;D;6574;520; 1 070 676,00    ;SERVICES COMMUNS
2014;F;D;6574;524; 44 918,00    ;AUTRES SERVICES
2014;F;D;6574;823; 5 000,00    ;ESPACES VERTS URBAINS
2014;I;R;1328;20; -      ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;I;R;1328;112; -      ;POLICE MUNICIPALE
2014;I;R;1328;213; -      ;CLASSES REGROUPEES
2014;I;R;1328;411; -      ;SALLES DE SPORT, GYMNASES
2014;I;R;1328;64; 39 300,00    ;CRECHES ET GARDERIES
2014;I;R;1328;822; 260 000,00    ;VOIRIE COMMUNALE ET ROUTES
2014;I;R;1328;824; 24 781 880,00    ;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2014;F;D;6281;20; 93 828,00    ;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2014;F;D;6281;48; 30 000,00    ;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2014;F;D;6281;112; 8 506,00    ;POLICE MUNICIPALE
2014;F;D;6281;12; 1 610,00    ;HYGIENE ET SALUBRITE PUBLIQUE
2014;F;D;6281;211; 715,00    ;ECOLES MATERNELLES
2014;F;D;6281;30; 1 600,00    ;SERVICES COMMUNS
2014;F;D;6281;824; 8 500,00    ;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2014;F;D;6281;832; 16 832,00    ;ACTIONS SPECIFIQUES DE LUTTE CONTRE LA POLLUTION
2014;F;D;6281;314; 500,00    ;CINEMAS ET AUTRES SALLES DE SPECTACLES
2014;F;D;6281;323; 200,00    ;ARCHIVES
2014;F;D;6281;422; 5 133,00    ;AUTRES ACTIVITES POUR LES JEUNES
