Exercice;I_F;D_R;Nature;Sous-fontion;Montant;Libellé fonction
2012;F;1;6231;26;3200;CIMETIERES ET POMPES FUNEBRES
2012;F;1;6231;48;3087;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;F;1;6231;12;1700;HYGIENE ET SALUBRITE PUBLIQUE
2012;F;1;6231;212;921;ECOLES PRIMAIRES
2012;F;1;6231;251;8000;HEBERGEMENT ET RESTAURATION SCOLAIRE
2012;F;1;6231;30;20000;SERVICES COMMUNS
2012;F;1;6231;40;4650;SERVICES COMMUNS
2012;F;1;6231;422;4300;AUTRES ACTIVITES POUR LES JEUNES
2012;F;1;6231;64;2000;CRECHES ET GARDERIES
2012;F;1;6231;813;1000;PROPRETE URBAINE
2012;F;1;6231;816;1500;AUTRES RESEAUX ET SERVICES DIVERS
2012;F;1;6231;820;26555;SERVICES COMMUNS
2012;F;1;6231;821;1900;EQUIPEMENTS DE VOIRIE
2012;F;1;6231;822;1800;VOIRIE COMMUNALE ET ROUTES
2012;F;1;6231;823;15000;ESPACES VERTS URBAINS
2012;F;1;6231;824;4000;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;F;1;6231;91;17500;FOIRES ET MARCHES
2012;F;1;6232;20;218968;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;6232;23;60000;INFORMATION, COMMUNICATION, PUBLICITE
2012;F;1;6232;24;59886;FETES ET CEREMONIES
2012;F;1;6232;25;4000;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS)
2012;F;1;6232;48;43300;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;F;1;6232;251;7450;HEBERGEMENT ET RESTAURATION SCOLAIRE
2012;F;1;6232;30;192281;SERVICES COMMUNS
2012;F;1;6232;40;27348;SERVICES COMMUNS
2012;F;1;6232;415;65660;MANIFESTATIONS SPORTIVES
2012;F;1;6232;421;958;CENTRES DE LOISIRS
2012;F;1;6232;422;13000;AUTRES ACTIVITES POUR LES JEUNES
2012;F;1;6232;520;300;SERVICES COMMUNS
2012;F;1;6232;823;28000;ESPACES VERTS URBAINS
2012;F;1;6232;90;143725;INTERVENTIONS ECONOMIQUES
2012;F;1;6232;91;5500;FOIRES ET MARCHES
2012;F;1;6233;23;160000;INFORMATION, COMMUNICATION, PUBLICITE
2012;F;1;6233;212;4000;ECOLES PRIMAIRES
2012;F;1;6233;30;220000;SERVICES COMMUNS
2012;F;1;6233;323;25000;ARCHIVES
2012;F;1;6233;40;34000;SERVICES COMMUNS
2012;F;1;6233;520;420900;SERVICES COMMUNS
2012;F;1;6233;823;50000;ESPACES VERTS URBAINS
2012;F;1;6233;824;10000;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;F;1;6233;90;133000;INTERVENTIONS ECONOMIQUES
2012;F;1;6233;91;320000;FOIRES ET MARCHES
2012;F;1;6236;20;55150;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;6236;23;91000;INFORMATION, COMMUNICATION, PUBLICITE
2012;F;1;6236;48;200;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;F;1;6236;112;43000;POLICE MUNICIPALE
2012;F;1;6236;211;4700;ECOLES MATERNELLES
2012;F;1;6236;251;18215;HEBERGEMENT ET RESTAURATION SCOLAIRE
2012;F;1;6236;30;130000;SERVICES COMMUNS
2012;F;1;6236;323;10000;ARCHIVES
2012;F;1;6236;40;10930;SERVICES COMMUNS
2012;F;1;6236;415;9310;MANIFESTATIONS SPORTIVES
2012;F;1;6236;421;2925;CENTRES DE LOISIRS
2012;F;1;6236;422;48600;AUTRES ACTIVITES POUR LES JEUNES
2012;F;1;6236;520;155000;SERVICES COMMUNS
2012;F;1;6236;64;1500;CRECHES ET GARDERIES
2012;F;1;6236;820;21000;SERVICES COMMUNS
2012;F;1;6236;821;710;EQUIPEMENTS DE VOIRIE
2012;F;1;6236;822;500;VOIRIE COMMUNALE ET ROUTES
2012;F;1;6236;823;28000;ESPACES VERTS URBAINS
2012;F;1;6236;90;14000;INTERVENTIONS ECONOMIQUES
2012;F;1;6237;20;22500;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;6237;23;787100;INFORMATION, COMMUNICATION, PUBLICITE
2012;F;1;6237;48;3000;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;F;1;6237;30;22000;SERVICES COMMUNS
2012;F;1;6237;40;203000;SERVICES COMMUNS
2012;F;1;6238;20;1051000;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;6238;23;7000;INFORMATION, COMMUNICATION, PUBLICITE
2012;F;1;6238;25;10000;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS)
2012;F;1;6238;26;2700;CIMETIERES ET POMPES FUNEBRES
2012;F;1;6238;48;26000;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;F;1;6238;251;43540;HEBERGEMENT ET RESTAURATION SCOLAIRE
2012;F;1;6238;30;1035000;SERVICES COMMUNS
2012;F;1;6238;313;426000;THEATRES
2012;F;1;6238;314;36000;CINEMAS ET AUTRES SALLES DE SPECTACLES
2012;F;1;6238;40;2850;SERVICES COMMUNS
2012;F;1;6238;415;13960;MANIFESTATIONS SPORTIVES
2012;F;1;6238;421;289201;CENTRES DE LOISIRS
2012;F;1;6238;422;79738;AUTRES ACTIVITES POUR LES JEUNES
2012;F;1;6238;520;30900;SERVICES COMMUNS
2012;F;1;6238;64;10500;CRECHES ET GARDERIES
2012;F;1;6238;820;2000;SERVICES COMMUNS
2012;F;1;6238;822;1000;VOIRIE COMMUNALE ET ROUTES
2012;F;1;6238;823;57000;ESPACES VERTS URBAINS
2012;F;1;6238;824;5000;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;F;1;6238;91;480000;FOIRES ET MARCHES
2012;F;1;6241;20;51000;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;6241;48;2000;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;F;1;6241;211;4900;ECOLES MATERNELLES
2012;F;1;6241;212;4900;ECOLES PRIMAIRES
2012;F;1;6241;30;80000;SERVICES COMMUNS
2012;F;1;6241;313;500;THEATRES
2012;F;1;6241;314;11000;CINEMAS ET AUTRES SALLES DE SPECTACLES
2012;F;1;6244;20;9100;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;6244;48;400;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;F;1;6244;820;300;SERVICES COMMUNS
2012;F;1;6244;823;200;ESPACES VERTS URBAINS
2012;F;1;6244;824;300;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;F;1;6247;20;1000;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;6247;48;4900;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;F;1;6247;211;2350;ECOLES MATERNELLES
2012;F;1;6247;212;24225;ECOLES PRIMAIRES
2012;F;1;6247;251;959,5;HEBERGEMENT ET RESTAURATION SCOLAIRE
2012;F;1;6247;415;23270;MANIFESTATIONS SPORTIVES
2012;F;1;6247;421;167762;CENTRES DE LOISIRS
2012;F;1;6247;422;37600;AUTRES ACTIVITES POUR LES JEUNES
2012;F;1;6251;20;25000;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;6251;48;41400;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;F;1;6251;520;1400;SERVICES COMMUNS
2012;F;1;6255;20;13990;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;6256;20;108164;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;6256;48;20000;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;F;1;6256;422;3600;AUTRES ACTIVITES POUR LES JEUNES
2012;F;1;6257;20;8000;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;6257;25;10000;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS)
2012;F;1;6257;48;3000;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;F;1;6257;213;300;CLASSES REGROUPEES
2012;F;1;6257;30;65000;SERVICES COMMUNS
2012;F;1;6257;313;15000;THEATRES
2012;F;1;6257;314;10000;CINEMAS ET AUTRES SALLES DE SPECTACLES
2012;F;1;6257;422;35200;AUTRES ACTIVITES POUR LES JEUNES
2012;F;1;6261;20;420910;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;6261;22;8400;ADMINISTRATION GENERALE DE L'ETAT
2012;F;1;6261;48;600;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;F;1;6261;823;200;ESPACES VERTS URBAINS
2012;F;1;6262;20;399000;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;6262;112;90000;POLICE MUNICIPALE
2012;F;1;6262;213;30000;CLASSES REGROUPEES
2012;F;1;6262;33;3500;ACTION CULTURELLE
2012;F;1;6262;422;69940;AUTRES ACTIVITES POUR LES JEUNES
2012;F;1;6262;64;28000;CRECHES ET GARDERIES
2012;F;1;627;26;200;CIMETIERES ET POMPES FUNEBRES
2012;F;1;627;48;50;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;F;1;627;112;20400;POLICE MUNICIPALE
2012;F;1;627;251;7000;HEBERGEMENT ET RESTAURATION SCOLAIRE
2012;F;1;627;30;100;SERVICES COMMUNS
2012;F;1;627;313;500;THEATRES
2012;F;1;627;64;6900;CRECHES ET GARDERIES
2012;F;1;627;823;3500;ESPACES VERTS URBAINS
2012;F;1;6281;20;288800;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;6281;520;1000;SERVICES COMMUNS
2012;F;1;6282;20;129150;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;6282;24;14600;FETES ET CEREMONIES
2012;F;1;6282;25;2000;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS)
2012;F;1;6282;26;200;CIMETIERES ET POMPES FUNEBRES
2012;F;1;6282;48;1000;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;F;1;6282;112;9000;POLICE MUNICIPALE
2012;F;1;6282;211;33320;ECOLES MATERNELLES
2012;F;1;6282;212;24500;ECOLES PRIMAIRES
2012;F;1;6282;251;400;HEBERGEMENT ET RESTAURATION SCOLAIRE
2012;F;1;6282;30;130000;SERVICES COMMUNS
2012;F;1;6282;313;20000;THEATRES
2012;F;1;6282;323;480;ARCHIVES
2012;F;1;6282;411;11170;SALLES DE SPORT, GYMNASES
2012;F;1;6282;421;250;CENTRES DE LOISIRS
2012;F;1;6282;422;22062;AUTRES ACTIVITES POUR LES JEUNES
2012;F;1;6282;64;13000;CRECHES ET GARDERIES
2012;F;1;6282;823;231000;ESPACES VERTS URBAINS
2012;F;1;6282;824;300;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;F;1;6282;90;7354;INTERVENTIONS ECONOMIQUES
2012;F;1;6282;91;220000;FOIRES ET MARCHES
2012;F;1;6283;20;118700;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;6283;48;2700;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;F;1;6283;211;4900;ECOLES MATERNELLES
2012;F;1;6283;212;4900;ECOLES PRIMAIRES
2012;F;1;6283;251;6100;HEBERGEMENT ET RESTAURATION SCOLAIRE
2012;F;1;6283;30;7600;SERVICES COMMUNS
2012;F;1;6283;422;9100;AUTRES ACTIVITES POUR LES JEUNES
2012;F;1;6283;91;78000;FOIRES ET MARCHES
2012;F;1;62848;813;550000;PROPRETE URBAINE
2012;F;1;62878;20;7000;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;62878;26;101989;CIMETIERES ET POMPES FUNEBRES
2012;F;1;62878;30;207000;SERVICES COMMUNS
2012;F;1;62878;313;100;THEATRES
2012;F;1;62878;323;75000;ARCHIVES
2012;F;1;6288;20;44500;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;6288;415;930;MANIFESTATIONS SPORTIVES
2012;F;1;6288;823;5000;ESPACES VERTS URBAINS
2012;F;1;6331;20;186675;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;6331;21;7122;ASSEMBLEE LOCALE
2012;F;1;6331;22;35062;ADMINISTRATION GENERALE DE L'ETAT
2012;F;1;6331;23;14566;INFORMATION, COMMUNICATION, PUBLICITE
2012;F;1;6331;24;14757;FETES ET CEREMONIES
2012;F;1;6331;48;3475;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;F;1;6331;112;60351;POLICE MUNICIPALE
2012;F;1;6331;12;7956;HYGIENE ET SALUBRITE PUBLIQUE
2012;F;1;6331;211;102329;ECOLES MATERNELLES
2012;F;1;6331;212;245088;ECOLES PRIMAIRES
2012;F;1;6331;251;29111;HEBERGEMENT ET RESTAURATION SCOLAIRE
2012;F;1;6331;30;16577;SERVICES COMMUNS
2012;F;1;6331;312;2851;ARTS PLASTIQUES ET AUTRES ACTIVITES ARTISTIQUES
2012;F;1;6331;323;10039;ARCHIVES
2012;F;1;6331;40;11856;SERVICES COMMUNS
2012;F;1;6331;411;20052;SALLES DE SPORT, GYMNASES
2012;F;1;6331;412;30161;STADES
2012;F;1;6331;421;3408;CENTRES DE LOISIRS
2012;F;1;6331;422;109369;AUTRES ACTIVITES POUR LES JEUNES
2012;F;1;6331;64;203255;CRECHES ET GARDERIES
2012;F;1;6331;810;3524;SERVICES COMMUNS
2012;F;1;6331;814;7932;ECLAIRAGE PUBLIC
2012;F;1;6331;816;6427;AUTRES RESEAUX ET SERVICES DIVERS
2012;F;1;6331;820;30798;SERVICES COMMUNS
2012;F;1;6331;821;15434;EQUIPEMENTS DE VOIRIE
2012;F;1;6331;822;78633;VOIRIE COMMUNALE ET ROUTES
2012;F;1;6331;823;95739;ESPACES VERTS URBAINS
2012;F;1;6331;824;3654;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;F;1;6331;91;15017;FOIRES ET MARCHES
2012;F;1;6336;20;722686;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;63512;20;996100;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;6355;20;18620;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;6355;422;500;AUTRES ACTIVITES POUR LES JEUNES
2012;F;1;637;;85000;
2012;F;1;637;20;25000;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;637;22;100;ADMINISTRATION GENERALE DE L'ETAT
2012;F;1;637;23;5000;INFORMATION, COMMUNICATION, PUBLICITE
2012;F;1;637;30;20000;SERVICES COMMUNS
2012;F;1;637;313;40000;THEATRES
2012;F;1;637;40;1860;SERVICES COMMUNS
2012;F;1;637;422;1042;AUTRES ACTIVITES POUR LES JEUNES
2012;F;1;637;821;50;EQUIPEMENTS DE VOIRIE
2012;F;1;637;823;300;ESPACES VERTS URBAINS
2012;F;1;64111;20;10970357;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;64111;21;679512;ASSEMBLEE LOCALE
2012;F;1;64111;22;2561157;ADMINISTRATION GENERALE DE L'ETAT
2012;F;1;64111;23;630070;INFORMATION, COMMUNICATION, PUBLICITE
2012;F;1;64111;24;894405;FETES ET CEREMONIES
2012;F;1;64111;48;190054;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;F;1;64111;112;3719954;POLICE MUNICIPALE
2012;F;1;64111;12;525560;HYGIENE ET SALUBRITE PUBLIQUE
2012;F;1;64111;211;5678375;ECOLES MATERNELLES
2012;F;1;64111;212;13861415;ECOLES PRIMAIRES
2012;F;1;64111;251;1638510;HEBERGEMENT ET RESTAURATION SCOLAIRE
2012;F;1;64111;30;662707;SERVICES COMMUNS
2012;F;1;64111;312;476364;ARTS PLASTIQUES ET AUTRES ACTIVITES ARTISTIQUES
2012;F;1;64111;323;399595;ARCHIVES
2012;F;1;64111;40;221019;SERVICES COMMUNS
2012;F;1;64111;411;926200;SALLES DE SPORT, GYMNASES
2012;F;1;64111;412;1486913;STADES
2012;F;1;64111;421;146228;CENTRES DE LOISIRS
2012;F;1;64111;422;1860776;AUTRES ACTIVITES POUR LES JEUNES
2012;F;1;64111;64;9908304;CRECHES ET GARDERIES
2012;F;1;64111;810;115479;SERVICES COMMUNS
2012;F;1;64111;814;386052;ECLAIRAGE PUBLIC
2012;F;1;64111;816;272052;AUTRES RESEAUX ET SERVICES DIVERS
2012;F;1;64111;820;1507952;SERVICES COMMUNS
2012;F;1;64111;821;916727;EQUIPEMENTS DE VOIRIE
2012;F;1;64111;822;4257484;VOIRIE COMMUNALE ET ROUTES
2012;F;1;64111;823;4865469;ESPACES VERTS URBAINS
2012;F;1;64111;824;176064;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;F;1;64111;91;604879;FOIRES ET MARCHES
2012;F;1;64112;20;299294;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;64112;21;8600;ASSEMBLEE LOCALE
2012;F;1;64112;22;72601;ADMINISTRATION GENERALE DE L'ETAT
2012;F;1;64112;23;13593;INFORMATION, COMMUNICATION, PUBLICITE
2012;F;1;64112;24;23319;FETES ET CEREMONIES
2012;F;1;64112;48;1511;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;F;1;64112;112;205232;POLICE MUNICIPALE
2012;F;1;64112;12;7178;HYGIENE ET SALUBRITE PUBLIQUE
2012;F;1;64112;211;199364;ECOLES MATERNELLES
2012;F;1;64112;212;259932;ECOLES PRIMAIRES
2012;F;1;64112;251;59030;HEBERGEMENT ET RESTAURATION SCOLAIRE
2012;F;1;64112;30;9239;SERVICES COMMUNS
2012;F;1;64112;312;7287;ARTS PLASTIQUES ET AUTRES ACTIVITES ARTISTIQUES
2012;F;1;64112;323;10905;ARCHIVES
2012;F;1;64112;40;19016;SERVICES COMMUNS
2012;F;1;64112;411;36702;SALLES DE SPORT, GYMNASES
2012;F;1;64112;412;73868;STADES
2012;F;1;64112;421;1810;CENTRES DE LOISIRS
2012;F;1;64112;422;146419;AUTRES ACTIVITES POUR LES JEUNES
2012;F;1;64112;64;287119;CRECHES ET GARDERIES
2012;F;1;64112;810;5142;SERVICES COMMUNS
2012;F;1;64112;814;10292;ECLAIRAGE PUBLIC
2012;F;1;64112;816;7193;AUTRES RESEAUX ET SERVICES DIVERS
2012;F;1;64112;820;32814;SERVICES COMMUNS
2012;F;1;64112;821;23095;EQUIPEMENTS DE VOIRIE
2012;F;1;64112;822;199285;VOIRIE COMMUNALE ET ROUTES
2012;F;1;64112;823;180221;ESPACES VERTS URBAINS
2012;F;1;64112;824;4554;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;F;1;64112;91;30015;FOIRES ET MARCHES
2012;F;1;64118;20;3505645;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;64118;21;177505;ASSEMBLEE LOCALE
2012;F;1;64118;22;440899;ADMINISTRATION GENERALE DE L'ETAT
2012;F;1;64118;23;156418;INFORMATION, COMMUNICATION, PUBLICITE
2012;F;1;64118;24;675081;FETES ET CEREMONIES
2012;F;1;64118;48;95354;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;F;1;64118;112;1777250;POLICE MUNICIPALE
2012;F;1;64118;12;130205;HYGIENE ET SALUBRITE PUBLIQUE
2012;F;1;64118;211;1154025;ECOLES MATERNELLES
2012;F;1;64118;212;1565644;ECOLES PRIMAIRES
2012;F;1;64118;251;331016;HEBERGEMENT ET RESTAURATION SCOLAIRE
2012;F;1;64118;30;110940;SERVICES COMMUNS
2012;F;1;64118;312;199738;ARTS PLASTIQUES ET AUTRES ACTIVITES ARTISTIQUES
2012;F;1;64118;323;120465;ARCHIVES
2012;F;1;64118;40;76659;SERVICES COMMUNS
2012;F;1;64118;411;227959;SALLES DE SPORT, GYMNASES
2012;F;1;64118;412;374514;STADES
2012;F;1;64118;421;19615;CENTRES DE LOISIRS
2012;F;1;64118;422;870736;AUTRES ACTIVITES POUR LES JEUNES
2012;F;1;64118;64;1971230;CRECHES ET GARDERIES
2012;F;1;64118;810;57444;SERVICES COMMUNS
2012;F;1;64118;814;255245;ECLAIRAGE PUBLIC
2012;F;1;64118;816;109251;AUTRES RESEAUX ET SERVICES DIVERS
2012;F;1;64118;820;482082;SERVICES COMMUNS
2012;F;1;64118;821;490060;EQUIPEMENTS DE VOIRIE
2012;F;1;64118;822;1282858;VOIRIE COMMUNALE ET ROUTES
2012;F;1;64118;823;1430534;ESPACES VERTS URBAINS
2012;F;1;64118;824;51493;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;F;1;64118;91;284082;FOIRES ET MARCHES
2012;F;1;64131;20;2470985;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;64131;21;59974;ASSEMBLEE LOCALE
2012;F;1;64131;22;164439;ADMINISTRATION GENERALE DE L'ETAT
2012;F;1;64131;23;375691;INFORMATION, COMMUNICATION, PUBLICITE
2012;F;1;64131;24;4192;FETES ET CEREMONIES
2012;F;1;64131;48;85040;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;F;1;64131;112;148912;POLICE MUNICIPALE
2012;F;1;64131;12;40731;HYGIENE ET SALUBRITE PUBLIQUE
2012;F;1;64131;211;517300;ECOLES MATERNELLES
2012;F;1;64131;212;5067696;ECOLES PRIMAIRES
2012;F;1;64131;251;155213;HEBERGEMENT ET RESTAURATION SCOLAIRE
2012;F;1;64131;30;518861;SERVICES COMMUNS
2012;F;1;64131;312;65740;ARTS PLASTIQUES ET AUTRES ACTIVITES ARTISTIQUES
2012;F;1;64131;323;46283;ARCHIVES
2012;F;1;64131;40;44270;SERVICES COMMUNS
2012;F;1;64131;412;64180;STADES
2012;F;1;64131;421;42080;CENTRES DE LOISIRS
2012;F;1;64131;422;1968098;AUTRES ACTIVITES POUR LES JEUNES
2012;F;1;64131;64;3411107;CRECHES ET GARDERIES
2012;F;1;64131;814;19245;ECLAIRAGE PUBLIC
2012;F;1;64131;820;153117;SERVICES COMMUNS
2012;F;1;64131;821;44596;EQUIPEMENTS DE VOIRIE
2012;F;1;64131;822;220021;VOIRIE COMMUNALE ET ROUTES
2012;F;1;64131;823;353750;ESPACES VERTS URBAINS
2012;F;1;64131;91;15907;FOIRES ET MARCHES
2012;F;1;6451;20;2198782;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;6451;21;82331;ASSEMBLEE LOCALE
2012;F;1;6451;22;372650;ADMINISTRATION GENERALE DE L'ETAT
2012;F;1;6451;23;185105;INFORMATION, COMMUNICATION, PUBLICITE
2012;F;1;6451;24;155213;FETES ET CEREMONIES
2012;F;1;6451;48;45392;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;F;1;6451;112;626155;POLICE MUNICIPALE
2012;F;1;6451;12;84028;HYGIENE ET SALUBRITE PUBLIQUE
2012;F;1;6451;211;1219450;ECOLES MATERNELLES
2012;F;1;6451;212;3850113;ECOLES PRIMAIRES
2012;F;1;6451;251;330716;HEBERGEMENT ET RESTAURATION SCOLAIRE
2012;F;1;6451;30;215621;SERVICES COMMUNS
2012;F;1;6451;312;34130;ARTS PLASTIQUES ET AUTRES ACTIVITES ARTISTIQUES
2012;F;1;6451;323;104569;ARCHIVES
2012;F;1;6451;40;30774;SERVICES COMMUNS
2012;F;1;6451;411;154546;SALLES DE SPORT, GYMNASES
2012;F;1;6451;412;314459;STADES
2012;F;1;6451;421;25767;CENTRES DE LOISIRS
2012;F;1;6451;422;1350682;AUTRES ACTIVITES POUR LES JEUNES
2012;F;1;6451;64;2427844;CRECHES ET GARDERIES
2012;F;1;6451;810;37978;SERVICES COMMUNS
2012;F;1;6451;814;80944;ECLAIRAGE PUBLIC
2012;F;1;6451;816;68970;AUTRES RESEAUX ET SERVICES DIVERS
2012;F;1;6451;820;329802;SERVICES COMMUNS
2012;F;1;6451;821;164217;EQUIPEMENTS DE VOIRIE
2012;F;1;6451;822;817124;VOIRIE COMMUNALE ET ROUTES
2012;F;1;6451;823;992148;ESPACES VERTS URBAINS
2012;F;1;6451;824;37041;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;F;1;6451;91;161261;FOIRES ET MARCHES
2012;F;1;6453;20;3001651;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;6453;21;103220;ASSEMBLEE LOCALE
2012;F;1;6453;22;573941;ADMINISTRATION GENERALE DE L'ETAT
2012;F;1;6453;23;171078;INFORMATION, COMMUNICATION, PUBLICITE
2012;F;1;6453;24;247822;FETES ET CEREMONIES
2012;F;1;6453;48;42324;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;F;1;6453;112;1013958;POLICE MUNICIPALE
2012;F;1;6453;12;139068;HYGIENE ET SALUBRITE PUBLIQUE
2012;F;1;6453;211;1480402;ECOLES MATERNELLES
2012;F;1;6453;212;3478033;ECOLES PRIMAIRES
2012;F;1;6453;251;427613;HEBERGEMENT ET RESTAURATION SCOLAIRE
2012;F;1;6453;30;154349;SERVICES COMMUNS
2012;F;1;6453;312;35851;ARTS PLASTIQUES ET AUTRES ACTIVITES ARTISTIQUES
2012;F;1;6453;323;167001;ARCHIVES
2012;F;1;6453;40;79619;SERVICES COMMUNS
2012;F;1;6453;411;317337;SALLES DE SPORT, GYMNASES
2012;F;1;6453;412;322289;STADES
2012;F;1;6453;421;26392;CENTRES DE LOISIRS
2012;F;1;6453;422;1067842;AUTRES ACTIVITES POUR LES JEUNES
2012;F;1;6453;64;2723914;CRECHES ET GARDERIES
2012;F;1;6453;810;54104;SERVICES COMMUNS
2012;F;1;6453;814;137115;ECLAIRAGE PUBLIC
2012;F;1;6453;816;102811;AUTRES RESEAUX ET SERVICES DIVERS
2012;F;1;6453;820;500543;SERVICES COMMUNS
2012;F;1;6453;821;247904;EQUIPEMENTS DE VOIRIE
2012;F;1;6453;822;1331316;VOIRIE COMMUNALE ET ROUTES
2012;F;1;6453;823;1546271;ESPACES VERTS URBAINS
2012;F;1;6453;824;62608;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;F;1;6453;91;124375;FOIRES ET MARCHES
2012;F;1;6456;20;137934;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;64731;20;117077;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;64731;23;14000;INFORMATION, COMMUNICATION, PUBLICITE
2012;F;1;64731;48;31000;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
2012;F;1;64731;112;8000;POLICE MUNICIPALE
2012;F;1;64731;212;180000;ECOLES PRIMAIRES
2012;F;1;64731;323;9000;ARCHIVES
2012;F;1;64731;64;42000;CRECHES ET GARDERIES
2012;F;1;64731;820;9000;SERVICES COMMUNS
2012;F;1;64731;823;18000;ESPACES VERTS URBAINS
2012;F;1;6475;20;390000;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;64831;20;5728;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;64831;21;2221;ASSEMBLEE LOCALE
2012;F;1;64831;22;5481;ADMINISTRATION GENERALE DE L'ETAT
2012;F;1;64831;211;6643;ECOLES MATERNELLES
2012;F;1;64831;40;4355;SERVICES COMMUNS
2012;F;1;64831;64;11126;CRECHES ET GARDERIES
2012;F;1;64831;816;6443;AUTRES RESEAUX ET SERVICES DIVERS
2012;F;1;64831;822;9050;VOIRIE COMMUNALE ET ROUTES
2012;F;1;64831;91;3687;FOIRES ET MARCHES
2012;F;1;6488;20;792661;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;F;1;6488;21;27379;ASSEMBLEE LOCALE
2012;F;1;6488;22;164451;ADMINISTRATION GENERALE DE L'ETAT
2012;F;1;6488;23;42559;INFORMATION, COMMUNICATION, PUBLICITE
