type,osm_id,osm_url,access,addr:city,addr:country,addr:housename,addr:housenumber,addr:postcode,addr:street,alcohol,alt_name,amenity,bar,beverage,building,contact:email,contact:phone,contact:website,cuisine,description,food,int_name,internet_access,layer,microbrewery,name,newsagent,old_name,opening_hours,operator,organic,outdoor_seating,phone,smoking,takeaway,tobacco,website,wheelchair,wheelchair:entrance_width,wheelchair:step_height,wifi
Bars,620882679,http://www.openstreetmap.org/browse/node/620882679,,,,,,,,,,bar,,,,,,,,,,,,,,Café Teo,,,,,,,,,,,,,,,
Restaurants,930367721,http://www.openstreetmap.org/browse/node/930367721,,,,,17,,,,,restaurant,,yes,,,,,,,,,,,,Grande Brasserie,,,,,,,,,,,,no,,,
Fast-Foods,579783607,http://www.openstreetmap.org/browse/node/579783607,,,,,,,,,,fast_food,,,,,,,burger,,,,,,,Quick,,,,,,,,,,,,,,,
Fast-Foods,635868922,http://www.openstreetmap.org/browse/node/635868922,,,,,,,,,,fast_food,,,,,,,vietnamese,,,,,,,Kim-Yen,,,,,,,,,,,,,,,
Restaurants,711896078,http://www.openstreetmap.org/browse/node/711896078,,,,,,,,,,restaurant,,,,,,,,,,,,,,Le Calypso,,,,,,,,,,,,,,,
Fast-Foods,635883716,http://www.openstreetmap.org/browse/node/635883716,,,,,,,,,,fast_food,,,,,,,kebab,,,,,,,Chez Mouss,,,,,,,,,,,,,,,
Restaurants,605006260,http://www.openstreetmap.org/browse/node/605006260,,,,,,,,,,restaurant,,,,,,,,,,,,,,Insensé,,,,,,,,,,,,,,,
Bars,606350022,http://www.openstreetmap.org/browse/node/606350022,,,,,,,,,,bar,,,,,,,,,,,,,,Bla Bla Bar,,,,,,,,,,,,,,,
Cafés,724171872,http://www.openstreetmap.org/browse/node/724171872,,,,,,,,,,cafe,,,,,,,,,,,,,,Full G (littéraire),,,,,,,,,,,,,,,
Restaurants,601145619,http://www.openstreetmap.org/browse/node/601145619,,,,,,,,,,restaurant,,,,,,,fish,,,,,,,Le Petit Mickey,,,,,,,,,,,,,,,
Restaurants,1261342142,http://www.openstreetmap.org/browse/node/1261342142,,,,,,,,,,restaurant,,,,,,,,,,,,,,Le Bouchon Saint-Roch,,,,,,,,,,,,,,,
Restaurants,620884558,http://www.openstreetmap.org/browse/node/620884558,,,,,6,,Rue du Pila Saint-Gély,,,restaurant,,,,,+33467027807,,indian,,,,,,,Bombay,,,,,,,,,,,,,,,
Fast-Foods,635872134,http://www.openstreetmap.org/browse/node/635872134,,,,,,,,,,fast_food,,,,,,,,,,,,,,Pyramides Express,,,,,,,,,,,,,,,
Fast-Foods,1585984245,http://www.openstreetmap.org/browse/node/1585984245,,,,,,,,,,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bars,711888034,http://www.openstreetmap.org/browse/node/711888034,,,,,,,,,,bar,,,,,,,,,,,,,,Forcys,,,,,,,,,,,,,,,
Fast-Foods,724171883,http://www.openstreetmap.org/browse/node/724171883,,,,,,,,,,fast_food,,,,,,,indian,,,,,,,Kebab Indien,,,,,,,,,,,,,,,
Restaurants,1666067181,http://www.openstreetmap.org/browse/node/1666067181,,,,,,,,,,restaurant,,,,,,,,,,,,,,La Petite Crêperie,,,,,,,,,,,,,,,
Fast-Foods,635883718,http://www.openstreetmap.org/browse/node/635883718,,,,,,,,,,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,601145487,http://www.openstreetmap.org/browse/node/601145487,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,724171882,http://www.openstreetmap.org/browse/node/724171882,,,,,,,,,,restaurant,,,,,,,,,,,,,,La Pirogue,,,,,,,,,,,,,,,
Bars,724171867,http://www.openstreetmap.org/browse/node/724171867,,,,,,,,,,bar,,,,,,,,,,,,,,Aero Bar,,,,,,,,,,,,,,,
Restaurants,-1907019321,http://www.openstreetmap.org/browse/node/2387947975,,,,,,,,,,restaurant,,,,,,,burger,,,,,,,Le Country Rock,,,,,,no,,no,yes,,,,,,
Bars,965717766,http://www.openstreetmap.org/browse/node/965717766,,,,,,,,,,bar,,,,,,,,,,,,,,Le Scarabée,,,,,,,,,,,,,,,
Restaurants,965718202,http://www.openstreetmap.org/browse/node/965718202,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,965717764,http://www.openstreetmap.org/browse/node/965717764,,,,,,,,,,restaurant,,,,,,,,,,,,,,Le Goûter de Jeanne,,,,,,,,,,,,,,,
Restaurants,711888029,http://www.openstreetmap.org/browse/node/711888029,,,,,,,,,,restaurant,,,,,,,,,,,,,,Le Passé Composé,,,,,,,,,,,,,,,
Cafés,724187834,http://www.openstreetmap.org/browse/node/724187834,,,,,,,,,,cafe,,,,,,,,,,,,,,Le Dada Café,,,,,,,,,,,,,,,
Fast-Foods,621197207,http://www.openstreetmap.org/browse/node/621197207,,,,,,,,,,fast_food,,,,,,,,,,,,,,Le P'tit Mignon,,,,,,,,,,,,,,,
Restaurants,1720711427,http://www.openstreetmap.org/browse/node/1720711427,,,,,,,,,,restaurant,,,,,,,,,,,,,,Envie de Vert-Tige,,,,,,,,,,,,,,,
Restaurants,620882678,http://www.openstreetmap.org/browse/node/620882678,,,,,,,,,,restaurant,,,,,,,,,,,,,,La Coquille,,,,,,,,,,,,limited,,,
Cafés,965717762,http://www.openstreetmap.org/browse/node/965717762,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,724171868,http://www.openstreetmap.org/browse/node/724171868,,,,,,,,,,restaurant,,,,,,,thai,,,,,,,Les Petits Siamois,,,,,,,,,,,,,,,
Fast-Foods,711882564,http://www.openstreetmap.org/browse/node/711882564,,,,,,,,,,fast_food,,,,,,,,,,,,,,Le Boogui Burger,,,,,,,,,,,,,,,
Fast-Foods,621197205,http://www.openstreetmap.org/browse/node/621197205,,,,,,,,,,fast_food,,,,,,,,,,,,,,Le Kiosque à Malices,,,,,,,,,,,,limited,,,
Restaurants,1846855374,http://www.openstreetmap.org/browse/node/1846855374,,,,,,,,,,restaurant,,,,,,,french,Gastronomy,,,,,,Le Pastis,,,,,,,,,,,,,,,
Restaurants,613225285,http://www.openstreetmap.org/browse/node/613225285,,,,,,,,,,restaurant,,,,,,,,,,,,,,Les Bains de Montpellier,,,,,,,,,,,,limited,,,
Fast-Foods,607956721,http://www.openstreetmap.org/browse/node/607956721,,,,,,,,,,fast_food,,,,,,,,,,,,,,Le Contexte,,,,,,,,,,,,,,,
Cafés,579814536,http://www.openstreetmap.org/browse/node/579814536,,,,,,,,,,cafe,,,,,,,,,,,,,,Les Trois Grâces,,,,,,,,,,,,yes,,,
Restaurants,605004023,http://www.openstreetmap.org/browse/node/605004023,,,,,,,,,,restaurant,,,,,,,,,,,,,,Brasserie du Théâtre,,,,,,,,,,,,,,,
Restaurants,617028087,http://www.openstreetmap.org/browse/node/617028087,,,,,,,,,,restaurant,,,,,,,,,,,,,,La Tomate,,,,,,,,,,,,no,,,
Restaurants,617007934,http://www.openstreetmap.org/browse/node/617007934,,,,,,,,,,restaurant,,,,,,,italian,,,,,,,Piazza Papa,,,,,,,,,,,,yes,,,
Cafés,1347108117,http://www.openstreetmap.org/browse/node/1347108117,,,,,6,34000,Rue Loys,,,cafe,,,,,,,coffee_shop,,,Fairview Coffee,,,,Fairview Coffee,,,,,,,,,,,http://www.fairviewcoffee.com,,,,free
Restaurants,615025388,http://www.openstreetmap.org/browse/node/615025388,,,,,,,,,,restaurant,,,,,,,,,,,,,,Morceau de Lune,,,,,,,,,,,,,,,
Fast-Foods,711896083,http://www.openstreetmap.org/browse/node/711896083,,,,,,,,,,fast_food,,,,,,,,,,,,,,Ayach Pila,,,,,,,,,,,,,,,
Restaurants,617007937,http://www.openstreetmap.org/browse/node/617007937,,,,,,,,,,restaurant,,,,,,,crepe,,,,,,,Crêperie de la Comédie,,,,,,,,,,,,limited,,,
Fast-Foods,1347108127,http://www.openstreetmap.org/browse/node/1347108127,,,,,6,34000,Rue Loys,,,fast_food,,,,,,,american,,,,,,,Bagel House,,,,,,,,,,,,,,,
Cafés,621195695,http://www.openstreetmap.org/browse/node/621195695,,,,,,,,,,cafe,,,,,,,,,,,,,,La Vieille Porte,,,,,,,,,,,,,,,
Restaurants,674080496,http://www.openstreetmap.org/browse/node/674080496,,,,,,,,,,restaurant,,,,,,,,,,,,,,L'Absolu,,,,,,,,,,,,,,,
Cafés,674091003,http://www.openstreetmap.org/browse/node/674091003,,,,,,,,,,cafe,,,,,,,,,,,,,,Le Pinnochio,,,,,,,,,,,,,,,
Restaurants,-2141939364,http://www.openstreetmap.org/browse/node/2153027932,,,,,,,,,,restaurant,,,,,,,,,,,,,,Le Chapeau Rouge,,,,,yes,,,,,,,,,,
Restaurants,620882677,http://www.openstreetmap.org/browse/node/620882677,,,,,,,,,,restaurant,,,,,,,,,,,,,,La Symphonie,,,,,,,,,,,,,,,
Bars,600736627,http://www.openstreetmap.org/browse/node/600736627,,,,,,,,,,bar,,,,,,,,,,,,,,Barberousse,,,,,,,,,,,,,,,
Cafés,674093629,http://www.openstreetmap.org/browse/node/674093629,,,,,,,,,,cafe,,,,,,,,,,,,,,Le Palais des Thés,,,,,,,,,,,,,,,
Fast-Foods,674096934,http://www.openstreetmap.org/browse/node/674096934,,,,,,,,,,fast_food,,,,,,,,,,,,,,J'ai Faim,,,,,,,,,,,,,,,
Restaurants,609076764,http://www.openstreetmap.org/browse/node/609076764,,,,,,,,,,restaurant,,,,,,,italian,,,,,,,Sicilia,,,,,,,,,,,,,,,
Restaurants,601146034,http://www.openstreetmap.org/browse/node/601146034,,,,,,,,,,restaurant,,,,,,,african,,,,,,,La Case du Saloum,,,,,,,,,,,,,,,
Restaurants,608275467,http://www.openstreetmap.org/browse/node/608275467,,,,,4,,Rue Boussairolles,,,restaurant,,,,,,,thai,,,,,,,O saveurs d'Asie,,,,,,,,,,,,,,,
Fast-Foods,1719508115,http://www.openstreetmap.org/browse/node/1719508115,,,,,,,,,,fast_food,,,,,,,,,,,,,,Croc Vite,,,,,,,,,,,,,,,
Restaurants,608218699,http://www.openstreetmap.org/browse/node/608218699,,,,,4,,Rue de Verdun,,,restaurant,,,,,,,french,,,,,,,L'Assiette au Boeuf,,,,,,,,,,,,limited,,,
Fast-Foods,609239742,http://www.openstreetmap.org/browse/node/609239742,,,,,,,,,,fast_food,,,,,,,pizza,,,,,,,Pizza Pizzetta,,,,,,,,,,,,,,,
Bars,600736626,http://www.openstreetmap.org/browse/node/600736626,,,,,,,,,,bar,,,,,,,,,,,,,,Chez Félix,,,,,,,,,,,,,,,
Cafés,616935559,http://www.openstreetmap.org/browse/node/616935559,,,,,,,,,,cafe,,,,,,,,,,,,,,Pub d'Angleterre,,,,,,,,,,,,,,,
Bars,711882555,http://www.openstreetmap.org/browse/node/711882555,,,,,,,,,,bar,,,,,,,,,,,,,,La Belle Époque,,,,,,yes,,,,,,,,,
Fast-Foods,608269691,http://www.openstreetmap.org/browse/node/608269691,,,,,4,,Rue Vanneau,,,fast_food,,,,,,,kebab,,,,,,,L'Aristo,,,,,,,,,,,,,,,
Restaurants,608262480,http://www.openstreetmap.org/browse/node/608262480,,,,,3,,Rue de verdun,,,restaurant,,,,,,,french,,,,,,,L'Entrecôte,,,,,,,,,,,,,,,
Fast-Foods,608229459,http://www.openstreetmap.org/browse/node/608229459,,,,,4,,Rue de Verdun,,,fast_food,,,,,,,,,,,,,,Francesca,,,,,,,,,,,,,,,
Fast-Foods,608286287,http://www.openstreetmap.org/browse/node/608286287,,,,,4,,Rue Boussairolles,,,fast_food,,,,,,,kebab,,,,,,,La Rose des Sables,,,,,,,,,,,,,,,
Restaurants,620882675,http://www.openstreetmap.org/browse/node/620882675,,,,,,,,,,restaurant,,,,,,,,,,,,,,Le Petit Jardin,,,,,,,,,,,,,,,
Restaurants,621195696,http://www.openstreetmap.org/browse/node/621195696,,,,,,,,,,restaurant,,,,,,,,,,,,,,La Palmeraie,,,,,,,,,,,,,,,
Fast-Foods,608289427,http://www.openstreetmap.org/browse/node/608289427,,,,,4,,Rue Vanneau,,,fast_food,,,,,,,kebab,,,,,,,Nemrut Kebab,,,,,,,,,,,,,,,
Restaurants,1585984219,http://www.openstreetmap.org/browse/node/1585984219,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,
Restaurants,1846854147,http://www.openstreetmap.org/browse/node/1846854147,,,,,,,,,,restaurant,,,,,,,pizza,,,,,,,Pizza Valentino,,,,,,,,,,,,,,,
Fast-Foods,608223968,http://www.openstreetmap.org/browse/node/608223968,,,,,4,,Rue de Verdun,,,fast_food,,,,,,,sandwich,,,,,,,Subway,,,,,,,,,,,,,,,
Fast-Foods,579783634,http://www.openstreetmap.org/browse/node/579783634,,,,,,,,,,fast_food,,,,,,,chicken,,,,,,,Chicken Baba,,,,,,,,,,,,,,,
Restaurants,621193468,http://www.openstreetmap.org/browse/node/621193468,,,,,,,,,,restaurant,,,,,,,mauritian,,,,,,,Puja,,,,,,,,,,,,,,,
Bars,-2042045319,http://www.openstreetmap.org/browse/node/2252921977,,,,,,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fast-Foods,724210509,http://www.openstreetmap.org/browse/node/724210509,,,,,,,,,,fast_food,,,,,,,kebab,,,,,,,Kebab Indien,,,,,,,,,,,,,,,
Restaurants,1719505392,http://www.openstreetmap.org/browse/node/1719505392,,,,,,,,,,restaurant,,,,,,,spanish,,,,,,,Al Andalus,,,,,,,,,,,,,,,
Cafés,579783622,http://www.openstreetmap.org/browse/node/579783622,,,,,,,,,,cafe,,,,,,,,,,,,,,Wasamis Café,,,,,,,,,,,,,,,
Cafés,583260045,http://www.openstreetmap.org/browse/node/583260045,,,,,,,,,Chez Ed,cafe,,,,,,,,,,,,,,Bar des Amis,,,,,,,,,,,,limited,,,
Restaurants,620882682,http://www.openstreetmap.org/browse/node/620882682,,,,,,,,,,restaurant,,,,,,,,,,,,,,Volodia,,,,,,,,,,,,,,,
Fast-Foods,621195817,http://www.openstreetmap.org/browse/node/621195817,,,,,,,,,,fast_food,,,,,,,pasta,,,,,,,La Tête qui Tourne,,,,,,,,,,,,,,,
Fast-Foods,1253673406,http://www.openstreetmap.org/browse/node/1253673406,,,,,,,,,,fast_food,,,,,,,,,,,,,,Sandwich K,,,,,,,,,,,,,,,
Fast-Foods,608297177,http://www.openstreetmap.org/browse/node/608297177,,,,,12,,Rue Boussairolles,,,fast_food,,,,,,,kebab,,,,,,,Karababa Sultan,,,,,,,,,,,,,,,
Cafés,466906166,http://www.openstreetmap.org/browse/node/466906166,,,,,,,,,,cafe,,,,,,,,,,,,,,Green Coffee,,,,,,,,,,,,,,,
Restaurants,1846856168,http://www.openstreetmap.org/browse/node/1846856168,,,,,,,,,,restaurant,,,,,,,japanese,,,,,,,,,,,,,,,,,,,,,,
Cafés,635872124,http://www.openstreetmap.org/browse/node/635872124,,,,,,,,,,cafe,,,,,,,,,,,terminal,,,Le Nautilus,,,,,,,,,,,,no,,,
Restaurants,620882681,http://www.openstreetmap.org/browse/node/620882681,,,,,,,,,,restaurant,,,,,,,,,,,,,,La Grange,,,,,,,,,,,,,,,
Fast-Foods,1585969700,http://www.openstreetmap.org/browse/node/1585969700,,,,,,,,,,fast_food,,,,,,,kebab,,,,,,,L'Oasis,,,,,,,,,,,,,,,
Restaurants,608241780,http://www.openstreetmap.org/browse/node/608241780,,,,,10,,Rue de verdun,,,restaurant,,,,,,,italian,,,,,,,Dolce Italia,,,,,,,,,,,,,,,
Restaurants,608305871,http://www.openstreetmap.org/browse/node/608305871,,,,,14,,Rue Boussairolles,,,restaurant,,,,,,,chinese,,,,,,,La Chine,,,,,,,,,,,,,,,
Restaurants,-2042045329,http://www.openstreetmap.org/browse/node/2252921967,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,-2002633861,http://www.openstreetmap.org/browse/node/2292333435,,,,,,,,,,restaurant,,,,,,,,,,,,,,Grillad'Oc,,,,,,,,,,,,,,,
Restaurants,1585689139,http://www.openstreetmap.org/browse/node/1585689139,,,,,,,,,,restaurant,,,,,,,,,,,,,,Brasserie Les Négociants,,,,,,,,,,,,,,,
Fast-Foods,635872129,http://www.openstreetmap.org/browse/node/635872129,,,,,,,Quai du Verdanson,,,fast_food,,,,,,,pizza,,,,,,,Domino's Pizza,,,,,,,,,,,,yes,,,
Restaurants,608303113,http://www.openstreetmap.org/browse/node/608303113,,,,,16,,Rue Boussairolles,,,restaurant,,,,,,,chinese,,,,,,,Le Tonkin,,,,,,,,,,,,,,,
Restaurants,608254167,http://www.openstreetmap.org/browse/node/608254167,,,,,12,,Rue de verdun,,,restaurant,,,,,,,japanese,,,,,,,Sushi boat,,,,,,,,,,,,,,,
Bars,1585969698,http://www.openstreetmap.org/browse/node/1585969698,,,,,,,,,,bar,,,,,,,,,,,,,,Cubanito Café,,,,,,,,,,,,,,,
Restaurants,622296078,http://www.openstreetmap.org/browse/node/622296078,,,,,,,,,,restaurant,,,,,,,,,,,,,,Bodega Los Caracoles,,,,,,,,,,,,,,,
Bars,606350143,http://www.openstreetmap.org/browse/node/606350143,,,,,,,,,,bar,,,,,,,,,,,,,,Broc Café,,,,,,,,,,,,,,,
Cafés,664032825,http://www.openstreetmap.org/browse/node/664032825,,,,,,,,,,cafe,,,,,,,,,,,,,,Bar des 4 Saisons,,,,,,,,,,,,,,,
Fast-Foods,608258144,http://www.openstreetmap.org/browse/node/608258144,,,,,13,,Rue de verdun,,,fast_food,,,,,,,chinese,,,,,,,Shanghai Fast Food,,,,,,,,,,,,,,,
Restaurants,1587217899,http://www.openstreetmap.org/browse/node/1587217899,,,,,,,,,,restaurant,,,,,,,armenian,,,,,,,Air d'Arménie,,,,,,,,,,,,no,,,
Restaurants,608241787,http://www.openstreetmap.org/browse/node/608241787,,,,,4,,Rue du Clos René,,,restaurant,,,,,,,lebanese,,,,,,,Al Manara,,,,,,,,,,,,,,,
Restaurants,724207890,http://www.openstreetmap.org/browse/node/724207890,,,,,,,,,,restaurant,,,,,,,,,,,,,,Ma Perqué !,,,,,,,,,,,,,,,
Restaurants,608303104,http://www.openstreetmap.org/browse/node/608303104,,,,,16,,Rue Boussairolles,,,restaurant,,,,,,,vietnamese,,,,,,,Fleur de jade,,,,,,,,,,,,,,,
Bars,1587217896,http://www.openstreetmap.org/browse/node/1587217896,,,,,,,,,,bar,,,,,,,,,,,,,,Le Riad,,,,,,,,,,,,,,,
Restaurants,608101376,http://www.openstreetmap.org/browse/node/608101376,,,,,8,,Rue du Clos René,,,restaurant,,,,,,,vietnamese,,,,,,,Le Bol d'Or,,,,,,,,,,,,,,,
Restaurants,-2042045325,http://www.openstreetmap.org/browse/node/2252921971,,,,,,,,,,restaurant,,,,,,,laotian,,,,,,,,,,,,,,,,,,,,,,
Restaurants,724226220,http://www.openstreetmap.org/browse/node/724226220,,,,,,,,,,restaurant,,,,,,,,,,,,,,Le Concombre Masqué,,,,,,,,,,,,,,,
Fast-Foods,724226219,http://www.openstreetmap.org/browse/node/724226219,,,,,,,,,,fast_food,,,,,,,,,,,,,,L'Orange Bleue,,,,,,,,,,,,,,,
Fast-Foods,1721122877,http://www.openstreetmap.org/browse/node/1721122877,,,,,,,,,,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bars,1587217895,http://www.openstreetmap.org/browse/node/1587217895,,,,,,,,,,bar,,,,,,,,,,,,,,El Caliente,,,,,,,,,,,,yes,,,
Fast-Foods,724226218,http://www.openstreetmap.org/browse/node/724226218,,,,,,,,,,fast_food,,,,,,,kebab,,,,,,,Speed Snack,,,,,,,,,,,,,,,
Restaurants,607975428,http://www.openstreetmap.org/browse/node/607975428,,,,,9,,Rue Bruyas,,,restaurant,,,,,,,tunisian,,,,,,,Carthage Milk,,,,,,,,,,,,no,,,
Restaurants,607975082,http://www.openstreetmap.org/browse/node/607975082,,,,,9,,Rue Bruyas,,,restaurant,,,,,,,tunisian,,,,,,,Le Petit Vatel,,,,,,,,,,,,no,,,
Restaurants,607974828,http://www.openstreetmap.org/browse/node/607974828,,,,,7,,Rue Bruyas,,,restaurant,,,,,,,indian,,,,,,,Le New Kashmir,,,,,,,,,,,,no,,,
Cafés,724224668,http://www.openstreetmap.org/browse/node/724224668,,,,,,,,,,cafe,,,,,,,,,,,,,,Le Black Pearl,,,,,,,,,,,,,,,
Cafés,1721122879,http://www.openstreetmap.org/browse/node/1721122879,,,,,,,,,,cafe,,,,,,,,,,,,,,Saloon,,,,,,,,,,,,,,,
Restaurants,608297200,http://www.openstreetmap.org/browse/node/608297200,,,,,17,,Rue Boussairolles,,,restaurant,,,,,,,vietnamese,,,,,,,La Pagode,,,,,,,,,,,,,,,
Restaurants,1601102593,http://www.openstreetmap.org/browse/node/1601102593,,,,,,,,,,restaurant,,,,,,,french,,,,,,yes,Chez ma copine,,,,,,,,no,,,,yes,,,
Fast-Foods,600734699,http://www.openstreetmap.org/browse/node/600734699,,,,,6,,Rue Aristide Ollivier,,,fast_food,,,,,,,kebab,,,,,,,Le Cheese Nan,,,,,,,,,,,,,,,
Restaurants,606350294,http://www.openstreetmap.org/browse/node/606350294,,,,,,,,,,restaurant,,,,,,,belgian,,,,,,,La Gueuze,,,,,,,,,,,,,,,
Fast-Foods,724207898,http://www.openstreetmap.org/browse/node/724207898,,,,,,,,,,fast_food,,,,,,,,,,,,,,Point Chaud,,,,,,,,,,,,,,,
Cafés,616933496,http://www.openstreetmap.org/browse/node/616933496,,,,,,,,,,cafe,,,,,,,,,,,,,,Le Maguelone,,,,,,,,,,,,,,,
Cafés,628108732,http://www.openstreetmap.org/browse/node/628108732,,,,,,,,,,cafe,,,,,,,,,,,,,,Bar de la Tour Eiffel,,,,,,,,,,,,,,,
Fast-Foods,608120599,http://www.openstreetmap.org/browse/node/608120599,,,,,6,,Rue Aristide Ollivier,,,fast_food,,,,,,,kebab,,,,,,,King Kebab,,,,,,,,,,,,,,,
Bars,1461344979,http://www.openstreetmap.org/browse/node/1461344979,,,,,,,,,,bar,,,,,,,,,,,,,,Antirouille,,,,,,,,,,,,,,,
Fast-Foods,608137641,http://www.openstreetmap.org/browse/node/608137641,,,,,8,,Rue Aristide Ollivier,,,fast_food,,,,,,,kebab,,,,,,,Bacara,,,,,,,,,,,,,,,
Fast-Foods,724202361,http://www.openstreetmap.org/browse/node/724202361,,,,,,,,,,fast_food,,,,,,,kebab,,,,,,,Eyyüb Kebab,,,,,,,,,,,,,,,
Restaurants,724202355,http://www.openstreetmap.org/browse/node/724202355,,,,,,,,,,restaurant,,,,,,,,,,,,,,La Comtesse,,,,,,,,,,,,,,,
Fast-Foods,579783677,http://www.openstreetmap.org/browse/node/579783677,,,,,,,,,,fast_food,,,,,,,,,,,,,,Cap Chef,,,,,,,,,,,,limited,,,
Cafés,1716798749,http://www.openstreetmap.org/browse/node/1716798749,,,,,,,,,,cafe,,,,,,,,,,,,,,Le Petit Comptoir,,,,,,,,,,,,,,,
Fast-Foods,1719717426,http://www.openstreetmap.org/browse/node/1719717426,,,,,,,,,,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cafés,664084351,http://www.openstreetmap.org/browse/node/664084351,,,,,,,,,,cafe,,,,,,,,,,,,,,Brûlerie du Courreau (dégustaion café et thé),,,,,,,,,,,,,,,
Restaurants,1729643500,http://www.openstreetmap.org/browse/node/1729643500,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cafés,635903321,http://www.openstreetmap.org/browse/node/635903321,,,,,,,,,,cafe,,,,,,,,,,,service,,,,,,,,,,,,,,,no,,,
Restaurants,622317000,http://www.openstreetmap.org/browse/node/622317000,,,,,,,,,,restaurant,,,,,,,,,,,,,,Aux 5 sens,,,,,,,0467709783,,,,,yes,,,
Restaurants,608148271,http://www.openstreetmap.org/browse/node/608148271,,,,,10,,Rue Aristide Ollivier,,,restaurant,,,,,,,italian,,,,,,,Le Verdi,,,,,,,,,,,,,,,
Cafés,613386614,http://www.openstreetmap.org/browse/node/613386614,,,,,,,,,,cafe,,,,,,,,,,,,,,L'enKcafé,,,,,,,,,,,,,,,
Restaurants,622317259,http://www.openstreetmap.org/browse/node/622317259,,,,,,,,,,restaurant,,,,,,,indian,,,,,,,Krishna,,,,,,,,,,,,yes,,,
Restaurants,608165076,http://www.openstreetmap.org/browse/node/608165076,,,,,12,,Rue Aristide Ollivier,,,restaurant,,,,,,,french,,,,,,,L'Olivier,,,,,,,,,,,,,,,
Cafés,579814628,http://www.openstreetmap.org/browse/node/579814628,,,,,,,,,,cafe,,,,,,,,,,,,,,Art Café,,,,,,,,,,,,no,,,
Bars,579814541,http://www.openstreetmap.org/browse/node/579814541,,,,,,,,,,bar,,,,,,,,,,,,,,Rockstore,,,,,,,,,,,,,,,
Restaurants,645723690,http://www.openstreetmap.org/browse/node/645723690,,,,,,,,,,restaurant,,,,,,,,,,,,,,Brasserie des Autobus,,,,,,,,,,,,,,,
Fast-Foods,664032809,http://www.openstreetmap.org/browse/node/664032809,,,,,,,,,,fast_food,,,,,,,kebab,,,,,,,Artemis,,,,,,,,,,,,,,,
Fast-Foods,724202366,http://www.openstreetmap.org/browse/node/724202366,,,,,,,,,,fast_food,,,,,,,,,,,,,,Bar à Pâtes,,,,,,,,,,,,limited,,,
Restaurants,1626968410,http://www.openstreetmap.org/browse/node/1626968410,,,,,,,,,,restaurant,,,,,,,,,,,,,,Gustave,,,,,,,,,,,,limited,,,
Fast-Foods,664032808,http://www.openstreetmap.org/browse/node/664032808,,,,,,,,,,fast_food,,,,,,,kebab,,,,,,,Pizza Cezar,,,,,,,,,,,,,,,
Restaurants,628112524,http://www.openstreetmap.org/browse/node/628112524,,,,,,,,,,restaurant,,,,,,,,,,,,,,Le Bon Coin,,,,,,,,,,,,,,,
Cafés,1626968458,http://www.openstreetmap.org/browse/node/1626968458,,Montpellier,FR,,4,34000,Place des Beaux-Arts,,,cafe,,,,,,,,,,,,,,Les Super Vedettes,,,,,,,,,,,,yes,,,
Restaurants,616106077,http://www.openstreetmap.org/browse/node/616106077,,,,,,,,,,restaurant,,,,,,,,,,,,,,Le Patio St-Roch,,,,,,,,,,,,,,,
Restaurants,579739333,http://www.openstreetmap.org/browse/node/579739333,,,,,,,,,,restaurant,,,,,,,italian,,,,,,,Chez Vincent,,,,,,,,,,,,yes,,,
Fast-Foods,579739322,http://www.openstreetmap.org/browse/node/579739322,,,,,,,,,,fast_food,,,,,,,pizza,,,,,,,Pizza-Snack chez Alain,,,,,,,,,,,,,,,
Cafés,1626968449,http://www.openstreetmap.org/browse/node/1626968449,,,,,,,,,,cafe,,,,,,,,,,,,,,Le Chant des Dames - Chez Jackie,,,,,,,,,,,,yes,,,
Restaurants,579814452,http://www.openstreetmap.org/browse/node/579814452,,,,,,,,,,restaurant,,,,,,,french,,,,,,,,,,,,,,,,,,,,,,
Restaurants,611634696,http://www.openstreetmap.org/browse/node/611634696,,,,,,,,,,restaurant,,,,,,,,,,,,,,Brasserie Le Dôme,,,,,,,,,,,,,,,
Restaurants,1732434628,http://www.openstreetmap.org/browse/node/1732434628,,,,,,,,,,restaurant,,,,,,,,,,,,,,Cafétéria du CROUS (Université),,,,,,,,,,,,yes,,,
Cafés,1719717432,http://www.openstreetmap.org/browse/node/1719717432,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fast-Foods,617025544,http://www.openstreetmap.org/browse/node/617025544,,,,,,,,,,fast_food,,,,,,,chinese,,,,,,,Woking,,,,,,,,,,,,,,,
